pref,date,conf.daily,conf.weekly,conf.csum,deaths.daily,deaths.weekly,deaths.csum
Aichi,2020-01-26,1,1,1,1,1,1
Aichi,2020-01-27,0,1,1,0,1,1
Aichi,2020-01-28,1,2,2,1,2,2
Aichi,2020-01-29,0,2,2,0,2,2
Aichi,2020-01-30,0,2,2,0,2,2
Aichi,2020-01-31,0,2,2,0,2,2
Aichi,2020-02-01,0,2,2,0,2,2
Aichi,2020-02-02,0,1,2,0,1,2
Aichi,2020-02-03,0,1,2,0,1,2
Aichi,2020-02-04,0,0,2,0,0,2
Aichi,2020-02-05,0,0,2,0,0,2
Aichi,2020-02-06,0,0,2,0,0,2
Aichi,2020-02-07,0,0,2,0,0,2
Aichi,2020-02-08,0,0,2,0,0,2
Aichi,2020-02-09,0,0,2,0,0,2
Aichi,2020-02-10,0,0,2,0,0,2
Aichi,2020-02-11,0,0,2,0,0,2
Aichi,2020-02-12,0,0,2,0,0,2
Aichi,2020-02-13,0,0,2,0,0,2
Aichi,2020-02-14,1,1,3,1,1,3
Aichi,2020-02-15,1,2,4,1,2,4
Aichi,2020-02-16,2,4,6,2,4,6
Aichi,2020-02-17,0,4,6,0,4,6
Aichi,2020-02-18,1,5,7,1,5,7
Aichi,2020-02-19,1,6,8,1,6,8
Aichi,2020-02-20,1,7,9,1,7,9
Aichi,2020-02-21,2,8,11,2,8,11
Aichi,2020-02-22,4,11,15,4,11,15
Aichi,2020-02-23,2,11,17,2,11,17
Aichi,2020-02-24,0,11,17,0,11,17
Aichi,2020-02-25,3,13,20,3,13,20
Aichi,2020-02-26,5,17,25,5,17,25
Aichi,2020-02-27,2,18,27,2,18,27
Aichi,2020-02-28,1,17,28,1,17,28
Aichi,2020-02-29,1,14,29,1,14,29
Aichi,2020-03-01,3,15,32,3,15,32
Aichi,2020-03-02,0,15,32,0,15,32
Aichi,2020-03-03,9,21,41,9,21,41
Aichi,2020-03-04,8,24,49,8,24,49
Aichi,2020-03-05,8,30,57,8,30,57
Aichi,2020-03-06,5,34,62,5,34,62
Aichi,2020-03-07,7,40,69,7,40,69
Aichi,2020-03-08,11,48,80,11,48,80
Aichi,2020-03-09,6,54,86,6,54,86
Aichi,2020-03-10,14,59,100,14,59,100
Aichi,2020-03-11,6,57,106,6,57,106
Aichi,2020-03-12,7,56,113,7,56,113
Aichi,2020-03-13,4,55,117,4,55,117
Aichi,2020-03-14,8,56,125,8,56,125
Aichi,2020-03-15,1,46,126,1,46,126
Aichi,2020-03-16,4,44,130,4,44,130
Aichi,2020-03-17,2,32,132,2,32,132
Aichi,2020-03-18,5,31,137,5,31,137
Aichi,2020-03-19,4,28,141,4,28,141
Aichi,2020-03-20,6,30,147,6,30,147
Aichi,2020-03-21,2,24,149,2,24,149
Aichi,2020-03-22,2,25,151,2,25,151
Aichi,2020-03-23,2,23,153,2,23,153
Aichi,2020-03-24,3,24,156,3,24,156
Aichi,2020-03-25,6,25,162,6,25,162
Aichi,2020-03-26,4,25,166,4,25,166
Aichi,2020-03-27,3,22,169,3,22,169
Aichi,2020-03-28,4,24,173,4,24,173
Aichi,2020-03-29,3,25,176,3,25,176
Aichi,2020-03-30,3,26,179,3,26,179
Aichi,2020-03-31,8,31,187,8,31,187
Aichi,2020-04-01,5,30,192,5,30,192
Aichi,2020-04-02,7,33,199,7,33,199
Aichi,2020-04-03,12,42,211,12,42,211
Aichi,2020-04-04,19,57,230,19,57,230
Aichi,2020-04-05,8,62,238,8,62,238
Aichi,2020-04-06,12,71,250,12,71,250
Aichi,2020-04-07,21,84,271,21,84,271
Aichi,2020-04-08,20,99,291,20,99,291
Aichi,2020-04-09,21,113,312,21,113,312
Aichi,2020-04-10,14,115,326,14,115,326
Aichi,2020-04-11,10,106,336,10,106,336
Aichi,2020-04-12,3,101,339,3,101,339
Aichi,2020-04-13,9,98,348,9,98,348
Aichi,2020-04-14,10,87,358,10,87,358
Aichi,2020-04-15,12,79,370,12,79,370
Aichi,2020-04-16,14,72,384,14,72,384
Aichi,2020-04-17,10,68,394,10,68,394
Aichi,2020-04-18,18,76,412,18,76,412
Aichi,2020-04-19,11,84,423,11,84,423
Aichi,2020-04-20,5,80,428,5,80,428
Aichi,2020-04-21,18,88,446,18,88,446
Aichi,2020-04-22,19,95,465,19,95,465
Aichi,2020-04-23,12,93,477,12,93,477
Aichi,2020-04-24,15,98,492,15,98,492
Aichi,2020-04-25,2,82,494,2,82,494
Aichi,2020-04-26,2,73,496,2,73,496
Aichi,2020-04-27,0,68,496,0,68,496
Aichi,2020-04-28,5,55,501,5,55,501
Aichi,2020-04-29,5,41,506,5,41,506
Aichi,2020-04-30,2,31,508,2,31,508
Aichi,2020-05-01,3,19,511,3,19,511
Aichi,2020-05-02,1,18,512,1,18,512
Aichi,2020-05-03,2,18,514,2,18,514
Aichi,2020-05-04,3,21,517,3,21,517
Aichi,2020-05-05,3,19,520,3,19,520
Aichi,2020-05-06,0,14,520,0,14,520
Aichi,2020-05-07,0,12,520,0,12,520
Aichi,2020-05-08,0,9,520,0,9,520
Aichi,2020-05-09,3,11,523,3,11,523
Aichi,2020-05-10,0,9,523,0,9,523
Aichi,2020-05-11,1,7,524,1,7,524
Aichi,2020-05-12,1,5,525,1,5,525
Aichi,2020-05-13,1,6,526,1,6,526
Aichi,2020-05-14,2,8,528,2,8,528
Aichi,2020-05-15,1,9,529,1,9,529
Aichi,2020-05-16,2,8,531,2,8,531
Aichi,2020-05-17,0,8,531,0,8,531
Aichi,2020-05-18,0,7,531,0,7,531
Aichi,2020-05-19,0,6,531,0,6,531
Aichi,2020-05-20,0,5,531,0,5,531
Aichi,2020-05-21,0,3,531,0,3,531
Aichi,2020-05-22,0,2,531,0,2,531
Aichi,2020-05-23,1,1,532,1,1,532
Aichi,2020-05-24,0,1,532,0,1,532
Aichi,2020-05-25,0,1,532,0,1,532
Aichi,2020-05-26,0,1,532,0,1,532
Aichi,2020-05-27,0,1,532,0,1,532
Aichi,2020-05-28,0,1,532,0,1,532
Aichi,2020-05-29,0,1,532,0,1,532
Aichi,2020-05-30,1,1,533,1,1,533
Aichi,2020-05-31,0,1,533,0,1,533
Aichi,2020-06-01,0,1,533,0,1,533
Aichi,2020-06-02,1,2,534,1,2,534
Aichi,2020-06-03,0,2,534,0,2,534
Aichi,2020-06-04,0,2,534,0,2,534
Aichi,2020-06-05,1,3,535,1,3,535
Aichi,2020-06-06,0,2,535,0,2,535
Aichi,2020-06-07,1,3,536,1,3,536
Aichi,2020-06-08,0,3,536,0,3,536
Aichi,2020-06-09,0,2,536,0,2,536
Aichi,2020-06-10,2,4,538,2,4,538
Aichi,2020-06-11,0,4,538,0,4,538
Aichi,2020-06-12,2,5,540,2,5,540
Aichi,2020-06-13,1,6,541,1,6,541
Aichi,2020-06-14,0,5,541,0,5,541
Aichi,2020-06-15,1,6,542,1,6,542
Aichi,2020-06-16,1,7,543,1,7,543
Aichi,2020-06-17,3,8,546,3,8,546
Aichi,2020-06-18,0,8,546,0,8,546
Aichi,2020-06-19,1,7,547,1,7,547
Aichi,2020-06-20,1,7,548,1,7,548
Aichi,2020-06-21,0,7,548,0,7,548
Aichi,2020-06-22,0,6,548,0,6,548
Aichi,2020-06-23,0,5,548,0,5,548
Aichi,2020-06-24,0,2,548,0,2,548
Aichi,2020-06-25,0,2,548,0,2,548
Aichi,2020-06-26,0,1,548,0,1,548
Aichi,2020-06-27,0,0,548,0,0,548
Aichi,2020-06-28,0,0,548,0,0,548
Aichi,2020-06-29,1,1,549,1,1,549
Aichi,2020-06-30,1,2,550,1,2,550
Aichi,2020-07-01,0,2,550,0,2,550
Aichi,2020-07-02,0,2,550,0,2,550
Aichi,2020-07-03,0,2,550,0,2,550
Aichi,2020-07-04,0,2,550,0,2,550
Aichi,2020-07-05,0,2,550,0,2,550
Aichi,2020-07-06,2,3,552,2,3,552
Aichi,2020-07-07,0,2,552,0,2,552
Aichi,2020-07-08,2,4,554,2,4,554
Aichi,2020-07-09,0,4,554,0,4,554
Aichi,2020-07-10,0,4,554,0,4,554
Aichi,2020-07-11,2,6,556,2,6,556
Aichi,2020-07-12,0,6,556,0,6,556
Aichi,2020-07-13,2,6,558,2,6,558
Aichi,2020-07-14,5,11,563,5,11,563
Aichi,2020-07-15,16,25,579,16,25,579
Aichi,2020-07-16,21,46,600,21,46,600
Aichi,2020-07-17,19,65,619,19,65,619
Aichi,2020-07-18,25,88,644,25,88,644
Aichi,2020-07-19,21,109,665,21,109,665
Aichi,2020-07-20,21,128,686,21,128,686
Aichi,2020-07-21,53,176,739,53,176,739
Aichi,2020-07-22,64,224,803,64,224,803
Aichi,2020-07-23,97,300,900,97,300,900
Aichi,2020-07-24,64,345,964,64,345,964
Aichi,2020-07-25,78,398,1042,78,398,1042
Aichi,2020-07-26,84,461,1126,84,461,1126
Aichi,2020-07-27,79,519,1205,79,519,1205
Aichi,2020-07-28,114,580,1319,114,580,1319
Aichi,2020-07-29,173,689,1492,173,689,1492
Aichi,2020-07-30,168,760,1660,168,760,1660
Aichi,2020-07-31,199,895,1859,199,895,1859
Aichi,2020-08-01,181,998,2040,181,998,2040
Aichi,2020-08-02,161,1075,2201,161,1075,2201
Aichi,2020-08-03,131,1127,2332,131,1127,2332
Aichi,2020-08-04,128,1141,2460,128,1141,2460
Aichi,2020-08-05,151,1119,2611,151,1119,2611
Aichi,2020-08-06,142,1093,2753,142,1093,2753
Aichi,2020-08-07,159,1053,2912,159,1053,2912
Aichi,2020-08-08,180,1052,3092,180,1052,3092
Aichi,2020-08-09,130,1021,3222,130,1021,3222
Aichi,2020-08-10,101,991,3323,101,991,3323
Aichi,2020-08-11,67,930,3390,67,930,3390
Aichi,2020-08-12,87,866,3477,87,866,3477
Aichi,2020-08-13,110,834,3587,110,834,3587
Aichi,2020-08-14,88,763,3675,88,763,3675
Aichi,2020-08-15,76,659,3751,76,659,3751
Aichi,2020-08-16,84,613,3835,84,613,3835
Aichi,2020-08-17,44,556,3879,44,556,3879
Aichi,2020-08-18,58,547,3937,58,547,3937
Aichi,2020-08-19,59,519,3996,59,519,3996
Aichi,2020-08-20,83,492,4079,83,492,4079
Aichi,2020-08-21,94,498,4173,94,498,4173
Aichi,2020-08-22,72,494,4245,72,494,4245
Aichi,2020-08-23,53,463,4298,53,463,4298
Aichi,2020-08-24,43,462,4341,43,462,4341
Aichi,2020-08-25,44,448,4385,44,448,4385
Aichi,2020-08-26,50,439,4435,50,439,4435
Aichi,2020-08-27,41,397,4476,41,397,4476
Aichi,2020-08-28,52,355,4528,52,355,4528
Aichi,2020-08-29,48,331,4576,48,331,4576
Aichi,2020-08-30,37,315,4613,37,315,4613
Aichi,2020-08-31,42,314,4655,42,314,4655
Aichi,2020-09-01,27,297,4682,27,297,4682
Aichi,2020-09-02,31,278,4713,31,278,4713
Aichi,2020-09-03,19,256,4732,19,256,4732
Aichi,2020-09-04,34,238,4766,34,238,4766
Aichi,2020-09-05,34,224,4800,34,224,4800
Aichi,2020-09-06,28,215,4828,28,215,4828
Aichi,2020-09-07,21,194,4849,21,194,4849
Aichi,2020-09-08,12,179,4861,12,179,4861
Aichi,2020-09-09,21,169,4882,21,169,4882
Aichi,2020-09-10,36,186,4918,36,186,4918
Aichi,2020-09-11,49,201,4967,49,201,4967
Aichi,2020-09-12,29,196,4996,29,196,4996
Aichi,2020-09-13,34,202,5030,34,202,5030
Aichi,2020-09-14,23,204,5053,23,204,5053
Aichi,2020-09-15,22,214,5075,22,214,5075
Aichi,2020-09-16,22,215,5097,22,215,5097
Aichi,2020-09-17,36,215,5133,36,215,5133
Aichi,2020-09-18,41,207,5174,41,207,5174
Aichi,2020-09-19,32,210,5206,32,210,5206
Aichi,2020-09-20,35,211,5241,35,211,5241
Aichi,2020-09-21,19,207,5260,19,207,5260
Aichi,2020-09-22,9,194,5269,9,194,5269
Aichi,2020-09-23,16,188,5285,16,188,5285
Aichi,2020-09-24,34,186,5319,34,186,5319
Aichi,2020-09-25,38,183,5357,38,183,5357
Aichi,2020-09-26,24,175,5381,24,175,5381
Aichi,2020-09-27,49,189,5430,49,189,5430
Aichi,2020-09-28,19,189,5449,19,189,5449
Aichi,2020-09-29,29,209,5478,29,209,5478
Aichi,2020-09-30,28,221,5506,28,221,5506
Aichi,2020-10-01,21,208,5527,21,208,5527
Aichi,2020-10-02,19,189,5546,19,189,5546
Aichi,2020-10-03,16,181,5562,16,181,5562
Aichi,2020-10-04,18,150,5580,18,150,5580
Aichi,2020-10-05,12,143,5592,12,143,5592
Aichi,2020-10-06,17,131,5609,17,131,5609
Aichi,2020-10-07,15,118,5624,15,118,5624
Aichi,2020-10-08,15,112,5639,15,112,5639
Aichi,2020-10-09,11,104,5650,11,104,5650
Aichi,2020-10-10,22,110,5672,22,110,5672
Aichi,2020-10-11,15,107,5687,15,107,5687
Aichi,2020-10-12,18,113,5705,18,113,5705
Aichi,2020-10-13,24,120,5729,24,120,5729
Aichi,2020-10-14,15,120,5744,15,120,5744
Aichi,2020-10-15,19,124,5763,19,124,5763
Aichi,2020-10-16,21,134,5784,21,134,5784
Aichi,2020-10-17,28,140,5812,28,140,5812
Aichi,2020-10-18,21,146,5833,21,146,5833
Aichi,2020-10-19,15,143,5848,15,143,5848
Aichi,2020-10-20,13,132,5861,13,132,5861
Aichi,2020-10-21,36,153,5897,36,153,5897
Aichi,2020-10-22,20,154,5917,20,154,5917
Aichi,2020-10-23,43,176,5960,43,176,5960
Aichi,2020-10-24,42,190,6002,42,190,6002
Aichi,2020-10-25,16,185,6018,16,185,6018
Aichi,2020-10-26,37,207,6055,37,207,6055
Aichi,2020-10-27,35,229,6090,35,229,6090
Aichi,2020-10-28,53,246,6143,53,246,6143
Aichi,2020-10-29,87,313,6230,87,313,6230
Aichi,2020-10-30,52,322,6282,52,322,6282
Aichi,2020-10-31,98,378,6380,98,378,6380
Aichi,2020-11-01,48,410,6428,48,410,6428
Aichi,2020-11-02,44,417,6472,44,417,6472
Aichi,2020-11-03,85,467,6557,85,467,6557
Aichi,2020-11-04,53,467,6610,53,467,6610
Aichi,2020-11-05,80,460,6690,80,460,6690
Aichi,2020-11-06,82,490,6772,82,490,6772
Aichi,2020-11-07,113,505,6885,113,505,6885
Aichi,2020-11-08,82,539,6967,82,539,6967
Aichi,2020-11-09,57,552,7024,57,552,7024
Aichi,2020-11-10,129,596,7153,129,596,7153
Aichi,2020-11-11,106,649,7259,106,649,7259
Aichi,2020-11-12,143,712,7402,143,712,7402
Aichi,2020-11-13,148,778,7550,148,778,7550
Aichi,2020-11-14,152,817,7702,152,817,7702
Aichi,2020-11-15,102,837,7804,102,837,7804
Aichi,2020-11-16,63,843,7867,63,843,7867
Aichi,2020-11-17,139,853,8006,139,853,8006
Aichi,2020-11-18,143,890,8149,143,890,8149
Aichi,2020-11-19,220,967,8369,220,967,8369
Aichi,2020-11-20,202,1021,8571,202,1021,8571
Aichi,2020-11-21,212,1081,8783,212,1081,8783
Aichi,2020-11-22,145,1124,8928,145,1124,8928
Aichi,2020-11-23,98,1159,9026,98,1159,9026
Aichi,2020-11-24,111,1131,9137,111,1131,9137
Aichi,2020-11-25,179,1167,9316,179,1167,9316
Aichi,2020-11-26,198,1145,9514,198,1145,9514
Aichi,2020-11-27,236,1179,9750,236,1179,9750
Aichi,2020-11-28,217,1184,9967,217,1184,9967
Aichi,2020-11-29,156,1195,10123,156,1195,10123
Aichi,2020-11-30,111,1208,10234,111,1208,10234
Aichi,2020-12-01,199,1296,10433,199,1296,10433
Aichi,2020-12-02,220,1337,10653,220,1337,10653
Aichi,2020-12-03,196,1335,10849,196,1335,10849
Aichi,2020-12-04,219,1318,11068,219,1318,11068
Aichi,2020-12-05,221,1322,11289,221,1322,11289
Aichi,2020-12-06,173,1339,11462,173,1339,11462
Aichi,2020-12-07,113,1341,11575,113,1341,11575
Aichi,2020-12-08,203,1345,11778,203,1345,11778
Aichi,2020-12-09,245,1370,12023,245,1370,12023
Aichi,2020-12-10,244,1418,12267,244,1418,12267
Aichi,2020-12-11,198,1397,12465,198,1397,12465
Aichi,2020-12-12,208,1384,12673,208,1384,12673
Aichi,2020-12-13,182,1393,12855,182,1393,12855
Aichi,2020-12-14,115,1395,12970,115,1395,12970
Aichi,2020-12-15,218,1410,13188,218,1410,13188
Aichi,2020-12-16,251,1416,13439,251,1416,13439
Aichi,2020-12-17,240,1412,13679,240,1412,13679
Aichi,2020-12-18,223,1437,13902,223,1437,13902
Aichi,2020-12-19,231,1460,14133,231,1460,14133
Aichi,2020-12-20,165,1443,14298,165,1443,14298
Aichi,2020-12-21,97,1425,14395,97,1425,14395
Aichi,2020-12-22,196,1403,14591,196,1403,14591
Aichi,2020-12-23,242,1394,14833,242,1394,14833
Aichi,2020-12-24,278,1432,15111,278,1432,15111
Aichi,2020-12-25,268,1477,15379,268,1477,15379
Aichi,2020-12-26,271,1517,15650,271,1517,15650
Aichi,2020-12-27,217,1569,15867,217,1569,15867
Aichi,2020-12-28,129,1601,15996,129,1601,15996
Aichi,2020-12-29,239,1644,16235,239,1644,16235
Aichi,2020-12-30,297,1699,16532,297,1699,16532
Aichi,2020-12-31,244,1665,16776,244,1665,16776
Aichi,2021-01-01,195,1592,16971,195,1592,16971
Aichi,2021-01-02,163,1484,17134,163,1484,17134
Aichi,2021-01-03,191,1458,17325,191,1458,17325
Aichi,2021-01-04,157,1486,17482,157,1486,17482
Aichi,2021-01-05,280,1527,17762,280,1527,17762
Aichi,2021-01-06,373,1603,18135,373,1603,18135
Aichi,2021-01-07,439,1798,18574,439,1798,18574
Aichi,2021-01-08,412,2015,18986,412,2015,18986
Aichi,2021-01-09,365,2217,19351,365,2217,19351
Aichi,2021-01-10,352,2378,19703,352,2378,19703
Aichi,2021-01-11,202,2423,19905,202,2423,19905
Aichi,2021-01-12,141,2284,20046,141,2284,20046
Aichi,2021-01-13,328,2239,20374,328,2239,20374
Aichi,2021-01-14,320,2120,20694,320,2120,20694
Aichi,2021-01-15,363,2071,21057,363,2071,21057
Aichi,2021-01-16,324,2030,21381,324,2030,21381
Aichi,2021-01-17,224,1902,21605,224,1902,21605
Aichi,2021-01-18,158,1858,21763,158,1858,21763
Aichi,2021-01-19,253,1970,22016,253,1970,22016
Aichi,2021-01-20,250,1892,22266,250,1892,22266
Aichi,2021-01-21,278,1850,22544,278,1850,22544
Aichi,2021-01-22,251,1738,22795,251,1738,22795
Aichi,2021-01-23,250,1664,23045,250,1664,23045
Aichi,2021-01-24,170,1610,23215,170,1610,23215
Aichi,2021-01-25,93,1545,23308,93,1545,23308
Aichi,2021-01-26,222,1514,23530,222,1514,23530
Aichi,2021-01-27,231,1495,23761,231,1495,23761
Aichi,2021-01-28,253,1470,24014,253,1470,24014
Aichi,2021-01-29,170,1389,24184,170,1389,24184
Aichi,2021-01-30,128,1267,24312,128,1267,24312
Aichi,2021-01-31,125,1222,24437,125,1222,24437
Aichi,2021-02-01,85,1214,24522,85,1214,24522
Aichi,2021-02-02,106,1098,24628,106,1098,24628
Aichi,2021-02-03,124,991,24752,124,991,24752
Aichi,2021-02-04,110,848,24862,110,848,24862
Aichi,2021-02-05,93,771,24955,93,771,24955
Aichi,2021-02-06,127,770,25082,127,770,25082
Aichi,2021-02-07,79,724,25161,79,724,25161
Aichi,2021-02-08,47,686,25208,47,686,25208
Aichi,2021-02-09,90,670,25298,90,670,25298
Aichi,2021-02-10,119,665,25417,119,665,25417
Aichi,2021-02-11,85,640,25502,85,640,25502
Aichi,2021-02-12,54,601,25556,54,601,25556
Aichi,2021-02-13,63,537,25619,63,537,25619
Aichi,2021-02-14,80,538,25699,80,538,25699
Aichi,2021-02-15,46,537,25745,46,537,25745
Aichi,2021-02-16,68,515,25813,68,515,25813
Aichi,2021-02-17,86,482,25899,86,482,25899
Aichi,2021-02-18,57,454,25956,57,454,25956
Aichi,2021-02-19,54,454,26010,54,454,26010
Aichi,2021-02-20,47,438,26057,47,438,26057
Aichi,2021-02-21,37,395,26094,37,395,26094
Aichi,2021-02-22,34,383,26128,34,383,26128
Aichi,2021-02-23,52,367,26180,52,367,26180
Aichi,2021-02-24,49,330,26229,49,330,26229
Aichi,2021-02-25,42,315,26271,42,315,26271
Aichi,2021-02-26,42,303,26313,42,303,26313
Aichi,2021-02-27,54,310,26367,54,310,26367
Aichi,2021-02-28,31,304,26398,31,304,26398
Aichi,2021-03-01,36,306,26434,36,306,26434
Aichi,2021-03-02,38,292,26472,38,292,26472
Aichi,2021-03-03,60,303,26532,60,303,26532
Aichi,2021-03-04,72,333,26604,72,333,26604
Aichi,2021-03-05,53,344,26657,53,344,26657
Aichi,2021-03-06,37,327,26694,37,327,26694
Aichi,2021-03-07,28,324,26722,28,324,26722
Aichi,2021-03-08,11,299,26733,11,299,26733
Aichi,2021-03-09,40,301,26773,40,301,26773
Aichi,2021-03-10,47,288,26820,47,288,26820
Aichi,2021-03-11,69,285,26889,69,285,26889
Aichi,2021-03-12,55,287,26944,55,287,26944
Aichi,2021-03-13,57,307,27001,57,307,27001
Aichi,2021-03-14,24,303,27025,24,303,27025
Aichi,2021-03-15,19,311,27044,19,311,27044
Aichi,2021-03-16,32,303,27076,32,303,27076
Aichi,2021-03-17,49,305,27125,49,305,27125
Aichi,2021-03-18,40,276,27165,40,276,27165
Aichi,2021-03-19,51,272,27216,51,272,27216
Aichi,2021-03-20,56,271,27272,56,271,27272
Aichi,2021-03-21,34,281,27306,34,281,27306
Aichi,2021-03-22,32,294,27338,32,294,27338
Aichi,2021-03-23,64,326,27402,64,326,27402
Aichi,2021-03-24,74,351,27476,74,351,27476
Aichi,2021-03-25,80,391,27556,80,391,27556
Aichi,2021-03-26,64,404,27620,64,404,27620
Aichi,2021-03-27,60,408,27680,60,408,27680
Aichi,2021-03-28,86,460,27766,86,460,27766
Aichi,2021-03-29,41,469,27807,41,469,27807
Aichi,2021-03-30,59,464,27866,59,464,27866
Aichi,2021-03-31,102,492,27968,102,492,27968
Aichi,2021-04-01,84,496,28052,84,496,28052
Aichi,2021-04-02,145,577,28197,145,577,28197
Aichi,2021-04-03,119,636,28316,119,636,28316
Aichi,2021-04-04,118,668,28434,118,668,28434
Aichi,2021-04-05,48,675,28482,48,675,28482
Aichi,2021-04-06,113,729,28595,113,729,28595
Aichi,2021-04-07,190,817,28785,190,817,28785
Aichi,2021-04-08,145,878,28930,145,878,28930
Aichi,2021-04-09,172,905,29102,172,905,29102
Aichi,2021-04-10,199,985,29301,199,985,29301
Aichi,2021-04-11,131,998,29432,131,998,29432
Aichi,2021-04-12,122,1072,29554,122,1072,29554
Aichi,2021-04-13,168,1127,29722,168,1127,29722
Aichi,2021-04-14,218,1155,29940,218,1155,29940
Aichi,2021-04-15,220,1230,30160,220,1230,30160
Aichi,2021-04-16,224,1282,30384,224,1282,30384
Aichi,2021-04-17,234,1317,30618,234,1317,30618
Aichi,2021-04-18,207,1393,30825,207,1393,30825
Aichi,2021-04-19,125,1396,30950,125,1396,30950
Aichi,2021-04-20,191,1419,31141,191,1419,31141
Aichi,2021-04-21,313,1514,31454,313,1514,31454
Aichi,2021-04-22,295,1589,31749,295,1589,31749
Aichi,2021-04-23,286,1651,32035,286,1651,32035
Aichi,2021-04-24,340,1757,32375,340,1757,32375
Aichi,2021-04-25,225,1775,32600,225,1775,32600
Aichi,2021-04-26,161,1811,32761,161,1811,32761
Aichi,2021-04-27,286,1906,33047,286,1906,33047
Aichi,2021-04-28,326,1919,33373,326,1919,33373
Aichi,2021-04-29,431,2055,33804,431,2055,33804
Aichi,2021-04-30,291,2060,34095,291,2060,34095
Aichi,2021-05-01,398,2118,34493,398,2118,34493
Akita,2020-03-06,2,2,2,2,2,2
Akita,2020-03-07,0,2,2,0,2,2
Akita,2020-03-08,0,2,2,0,2,2
Akita,2020-03-09,0,2,2,0,2,2
Akita,2020-03-10,0,2,2,0,2,2
Akita,2020-03-11,0,2,2,0,2,2
Akita,2020-03-12,0,2,2,0,2,2
Akita,2020-03-13,0,0,2,0,0,2
Akita,2020-03-14,0,0,2,0,0,2
Akita,2020-03-15,0,0,2,0,0,2
Akita,2020-03-16,0,0,2,0,0,2
Akita,2020-03-17,0,0,2,0,0,2
Akita,2020-03-18,0,0,2,0,0,2
Akita,2020-03-19,0,0,2,0,0,2
Akita,2020-03-20,0,0,2,0,0,2
Akita,2020-03-21,0,0,2,0,0,2
Akita,2020-03-22,0,0,2,0,0,2
Akita,2020-03-23,0,0,2,0,0,2
Akita,2020-03-24,0,0,2,0,0,2
Akita,2020-03-25,0,0,2,0,0,2
Akita,2020-03-26,0,0,2,0,0,2
Akita,2020-03-27,2,2,4,2,2,4
Akita,2020-03-28,0,2,4,0,2,4
Akita,2020-03-29,0,2,4,0,2,4
Akita,2020-03-30,1,3,5,1,3,5
Akita,2020-03-31,1,4,6,1,4,6
Akita,2020-04-01,1,5,7,1,5,7
Akita,2020-04-02,2,7,9,2,7,9
Akita,2020-04-03,1,6,10,1,6,10
Akita,2020-04-04,1,7,11,1,7,11
Akita,2020-04-05,0,7,11,0,7,11
Akita,2020-04-06,0,6,11,0,6,11
Akita,2020-04-07,0,5,11,0,5,11
Akita,2020-04-08,0,4,11,0,4,11
Akita,2020-04-09,0,2,11,0,2,11
Akita,2020-04-10,2,3,13,2,3,13
Akita,2020-04-11,2,4,15,2,4,15
Akita,2020-04-12,0,4,15,0,4,15
Akita,2020-04-13,0,4,15,0,4,15
Akita,2020-04-14,1,5,16,1,5,16
Akita,2020-04-15,0,5,16,0,5,16
Akita,2020-04-16,0,5,16,0,5,16
Akita,2020-04-17,0,3,16,0,3,16
Akita,2020-04-18,0,1,16,0,1,16
Akita,2020-04-19,0,1,16,0,1,16
Akita,2020-04-20,0,1,16,0,1,16
Akita,2020-04-21,0,0,16,0,0,16
Akita,2020-04-22,0,0,16,0,0,16
Akita,2020-04-23,0,0,16,0,0,16
Akita,2020-04-24,0,0,16,0,0,16
Akita,2020-04-25,0,0,16,0,0,16
Akita,2020-04-26,0,0,16,0,0,16
Akita,2020-04-27,0,0,16,0,0,16
Akita,2020-04-28,0,0,16,0,0,16
Akita,2020-04-29,0,0,16,0,0,16
Akita,2020-04-30,0,0,16,0,0,16
Akita,2020-05-01,0,0,16,0,0,16
Akita,2020-05-02,0,0,16,0,0,16
Akita,2020-05-03,0,0,16,0,0,16
Akita,2020-05-04,0,0,16,0,0,16
Akita,2020-05-05,0,0,16,0,0,16
Akita,2020-05-06,0,0,16,0,0,16
Akita,2020-05-07,0,0,16,0,0,16
Akita,2020-05-08,0,0,16,0,0,16
Akita,2020-05-09,0,0,16,0,0,16
Akita,2020-05-10,0,0,16,0,0,16
Akita,2020-05-11,0,0,16,0,0,16
Akita,2020-05-12,0,0,16,0,0,16
Akita,2020-05-13,0,0,16,0,0,16
Akita,2020-05-14,0,0,16,0,0,16
Akita,2020-05-15,0,0,16,0,0,16
Akita,2020-05-16,0,0,16,0,0,16
Akita,2020-05-17,0,0,16,0,0,16
Akita,2020-05-18,0,0,16,0,0,16
Akita,2020-05-19,0,0,16,0,0,16
Akita,2020-05-20,0,0,16,0,0,16
Akita,2020-05-21,0,0,16,0,0,16
Akita,2020-05-22,0,0,16,0,0,16
Akita,2020-05-23,0,0,16,0,0,16
Akita,2020-05-24,0,0,16,0,0,16
Akita,2020-05-25,0,0,16,0,0,16
Akita,2020-05-26,0,0,16,0,0,16
Akita,2020-05-27,0,0,16,0,0,16
Akita,2020-05-28,0,0,16,0,0,16
Akita,2020-05-29,0,0,16,0,0,16
Akita,2020-05-30,0,0,16,0,0,16
Akita,2020-05-31,0,0,16,0,0,16
Akita,2020-06-01,0,0,16,0,0,16
Akita,2020-06-02,0,0,16,0,0,16
Akita,2020-06-03,0,0,16,0,0,16
Akita,2020-06-04,0,0,16,0,0,16
