iso,fullken,total,first,second,date,tier,date.scrape,shipped,used.percent
JP-43,熊本県,138813,85298,53515,2021-05-28,IRYO,2021-05-31,NA,NA
JP-43,熊本県,151671,88275,63396,2021-06-04,IRYO,2021-06-07,NA,NA
JP-43,熊本県,162118,91307,70811,2021-06-11,IRYO,2021-06-14,NA,NA
JP-43,熊本県,178182,161507,16675,2021-06-06,KOREI,2021-06-07,NA,NA
JP-43,熊本県,179079,95762,83317,2021-06-18,IRYO,2021-06-21,NA,NA
JP-43,熊本県,211081,110650,100431,2021-06-25,IRYO,2021-06-28,NA,NA
JP-43,熊本県,225914,117825,108089,2021-07-02,IRYO,2021-07-05,NA,NA
JP-43,熊本県,230169,119579,110590,2021-07-12,IRYO,2021-07-13,NA,NA
JP-43,熊本県,232280,120233,112047,2021-07-19,IRYO,2021-07-19,NA,NA
JP-43,熊本県,270426,234512,35914,2021-06-13,KOREI,2021-06-14,NA,NA
JP-43,熊本県,390248,306574,83674,2021-06-20,KOREI,2021-06-21,NA,NA
JP-43,熊本県,392579,299887,92692,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-43,熊本県,506566,355193,151373,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-43,熊本県,650404,421385,229019,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-43,熊本県,836885,527396,309489,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-43,熊本県,976848,603640,373208,2021-07-19,IPPAN,2021-07-19,1474915,0.66230799741002
JP-44,大分県,1567,1567,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-44,大分県,4047,4047,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-44,大分県,4965,4965,0,2021-05-09,KOREI,2021-05-10,NA,NA
JP-44,大分県,13857,12343,1514,2021-05-16,KOREI,2021-05-17,NA,NA
JP-44,大分県,30075,26321,3754,2021-05-23,KOREI,2021-05-24,NA,NA
JP-44,大分県,36718,24933,11785,2021-04-23,IRYO,2021-04-28,NA,NA
JP-44,大分県,48373,35436,12937,2021-04-30,IRYO,2021-05-06,NA,NA
JP-44,大分県,52455,38970,13485,2021-05-07,IRYO,2021-05-10,NA,NA
JP-44,大分県,57297,51392,5905,2021-05-30,KOREI,2021-05-31,NA,NA
JP-44,大分県,66567,43704,22863,2021-05-14,IRYO,2021-05-17,NA,NA
JP-44,大分県,81850,47980,33870,2021-05-21,IRYO,2021-05-24,NA,NA
JP-44,大分県,92633,53021,39612,2021-05-28,IRYO,2021-05-31,NA,NA
JP-44,大分県,103266,56683,46583,2021-06-04,IRYO,2021-06-07,NA,NA
JP-44,大分県,107650,92906,14744,2021-06-06,KOREI,2021-06-07,NA,NA
JP-44,大分県,112125,59779,52346,2021-06-11,IRYO,2021-06-14,NA,NA
JP-44,大分県,117635,62039,55596,2021-06-18,IRYO,2021-06-21,NA,NA
JP-44,大分県,121597,64218,57379,2021-06-25,IRYO,2021-06-28,NA,NA
JP-44,大分県,124882,66202,58680,2021-07-02,IRYO,2021-07-05,NA,NA
JP-44,大分県,129499,69458,60041,2021-07-12,IRYO,2021-07-13,NA,NA
JP-44,大分県,133558,71817,61741,2021-07-19,IRYO,2021-07-19,NA,NA
JP-44,大分県,171304,140995,30309,2021-06-13,KOREI,2021-06-14,NA,NA
JP-44,大分県,245134,186454,58680,2021-06-20,KOREI,2021-06-21,NA,NA
JP-44,大分県,253280,189726,63554,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-44,大分県,316790,218124,98666,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-44,大分県,425866,276919,148947,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-44,大分県,519647,326804,192843,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-44,大分県,605317,373193,232124,2021-07-19,IPPAN,2021-07-19,944615,0.640808159938176
JP-45,宮崎県,1682,1682,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-45,宮崎県,4956,4956,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-45,宮崎県,6643,6344,299,2021-05-09,KOREI,2021-05-10,NA,NA
JP-45,宮崎県,19253,17744,1509,2021-05-16,KOREI,2021-05-17,NA,NA
JP-45,宮崎県,33854,21896,11958,2021-04-23,IRYO,2021-04-28,NA,NA
JP-45,宮崎県,43108,38662,4446,2021-05-23,KOREI,2021-05-24,NA,NA
JP-45,宮崎県,43760,29929,13831,2021-04-30,IRYO,2021-05-06,NA,NA
JP-45,宮崎県,47239,32851,14388,2021-05-07,IRYO,2021-05-10,NA,NA
JP-45,宮崎県,56057,35780,20277,2021-05-14,IRYO,2021-05-17,NA,NA
JP-45,宮崎県,68087,39725,28362,2021-05-21,IRYO,2021-05-24,NA,NA
JP-45,宮崎県,76858,45941,30917,2021-05-28,IRYO,2021-05-31,NA,NA
JP-45,宮崎県,79999,73604,6395,2021-05-30,KOREI,2021-05-31,NA,NA
JP-45,宮崎県,82856,48976,33880,2021-06-04,IRYO,2021-06-07,NA,NA
JP-45,宮崎県,89806,51355,38451,2021-06-11,IRYO,2021-06-14,NA,NA
JP-45,宮崎県,97645,53704,43941,2021-06-18,IRYO,2021-06-21,NA,NA
JP-45,宮崎県,103383,56067,47316,2021-06-25,IRYO,2021-06-28,NA,NA
JP-45,宮崎県,106715,57559,49156,2021-07-02,IRYO,2021-07-05,NA,NA
JP-45,宮崎県,110037,58433,51604,2021-07-12,IRYO,2021-07-13,NA,NA
JP-45,宮崎県,113111,60197,52914,2021-07-19,IRYO,2021-07-19,NA,NA
JP-45,宮崎県,133635,116246,17389,2021-06-06,KOREI,2021-06-07,NA,NA
JP-45,宮崎県,193149,156664,36485,2021-06-13,KOREI,2021-06-14,NA,NA
JP-45,宮崎県,262235,191402,70833,2021-06-20,KOREI,2021-06-21,NA,NA
JP-45,宮崎県,275750,196821,78929,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-45,宮崎県,344844,228502,116342,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-45,宮崎県,423793,263881,159912,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-45,宮崎県,505753,312243,193510,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-45,宮崎県,580023,350322,229701,2021-07-19,IPPAN,2021-07-19,873805,0.663789976024399
JP-46,鹿児島県,1189,1189,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-46,鹿児島県,5390,5390,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-46,鹿児島県,8580,8159,421,2021-05-09,KOREI,2021-05-10,NA,NA
JP-46,鹿児島県,22161,21077,1084,2021-05-16,KOREI,2021-05-17,NA,NA
JP-46,鹿児島県,48265,44578,3687,2021-05-23,KOREI,2021-05-24,NA,NA
JP-46,鹿児島県,50896,33865,17031,2021-04-23,IRYO,2021-04-28,NA,NA
JP-46,鹿児島県,66586,48427,18159,2021-04-30,IRYO,2021-05-06,NA,NA
JP-46,鹿児島県,73668,54420,19248,2021-05-07,IRYO,2021-05-10,NA,NA
JP-46,鹿児島県,80654,73791,6863,2021-05-30,KOREI,2021-05-31,NA,NA
JP-46,鹿児島県,91335,61409,29926,2021-05-14,IRYO,2021-05-17,NA,NA
JP-46,鹿児島県,117499,70529,46970,2021-05-21,IRYO,2021-05-24,NA,NA
JP-46,鹿児島県,128823,76134,52689,2021-05-28,IRYO,2021-05-31,NA,NA
JP-46,鹿児島県,134644,113685,20959,2021-06-06,KOREI,2021-06-07,NA,NA
JP-46,鹿児島県,140273,82563,57710,2021-06-04,IRYO,2021-06-07,NA,NA
JP-46,鹿児島県,155977,88985,66992,2021-06-11,IRYO,2021-06-14,NA,NA
JP-46,鹿児島県,166643,93344,73299,2021-06-18,IRYO,2021-06-21,NA,NA
JP-46,鹿児島県,177362,98225,79137,2021-06-25,IRYO,2021-06-28,NA,NA
JP-46,鹿児島県,185358,101497,83861,2021-07-02,IRYO,2021-07-05,NA,NA
JP-46,鹿児島県,192563,104157,88406,2021-07-12,IRYO,2021-07-13,NA,NA
JP-46,鹿児島県,199881,107582,92299,2021-07-19,IRYO,2021-07-19,NA,NA
JP-46,鹿児島県,215276,172442,42834,2021-06-13,KOREI,2021-06-14,NA,NA
JP-46,鹿児島県,319648,243088,76560,2021-06-20,KOREI,2021-06-21,NA,NA
JP-46,鹿児島県,331003,249911,81092,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-46,鹿児島県,422872,304089,118783,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-46,鹿児島県,537724,363833,173891,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-46,鹿児島県,675998,432284,243714,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-46,鹿児島県,805346,491756,313590,2021-07-19,IPPAN,2021-07-19,1371120,0.587363615146741
JP-47,沖縄県,651,651,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-47,沖縄県,2350,2350,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-47,沖縄県,3825,3813,12,2021-05-09,KOREI,2021-05-10,NA,NA
JP-47,沖縄県,12711,11993,718,2021-05-16,KOREI,2021-05-17,NA,NA
JP-47,沖縄県,26576,24259,2317,2021-05-23,KOREI,2021-05-24,NA,NA
JP-47,沖縄県,39635,25171,14464,2021-04-23,IRYO,2021-04-28,NA,NA
JP-47,沖縄県,49071,44463,4608,2021-05-30,KOREI,2021-05-31,NA,NA
JP-47,沖縄県,50971,33452,17519,2021-04-30,IRYO,2021-05-06,NA,NA
JP-47,沖縄県,55269,36373,18896,2021-05-07,IRYO,2021-05-10,NA,NA
JP-47,沖縄県,66704,42495,24209,2021-05-14,IRYO,2021-05-17,NA,NA
JP-47,沖縄県,79378,47740,31638,2021-05-21,IRYO,2021-05-24,NA,NA
JP-47,沖縄県,84976,70700,14276,2021-06-06,KOREI,2021-06-07,NA,NA
JP-47,沖縄県,86091,50762,35329,2021-05-28,IRYO,2021-05-31,NA,NA
JP-47,沖縄県,94203,54078,40125,2021-06-04,IRYO,2021-06-07,NA,NA
JP-47,沖縄県,100914,56183,44731,2021-06-11,IRYO,2021-06-14,NA,NA
JP-47,沖縄県,106645,59252,47393,2021-06-18,IRYO,2021-06-21,NA,NA
JP-47,沖縄県,111470,61868,49602,2021-06-25,IRYO,2021-06-28,NA,NA
JP-47,沖縄県,117416,64290,53126,2021-07-02,IRYO,2021-07-05,NA,NA
JP-47,沖縄県,123731,67817,55914,2021-07-12,IRYO,2021-07-13,NA,NA
JP-47,沖縄県,127452,69682,57770,2021-07-19,IRYO,2021-07-19,NA,NA
JP-47,沖縄県,131563,102453,29110,2021-06-13,KOREI,2021-06-14,NA,NA
JP-47,沖縄県,192598,140813,51785,2021-06-20,KOREI,2021-06-21,NA,NA
JP-47,沖縄県,205799,150649,55150,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-47,沖縄県,269427,194690,74737,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-47,沖縄県,346960,241993,104967,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-47,沖縄県,436242,287171,149071,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-47,沖縄県,521736,334389,187347,2021-07-19,IPPAN,2021-07-19,1020565,0.511222705070231
