iso,fullken,total,first,second,date,tier,date.scrape,shipped,used.percent
JP-20,長野県,6563,6406,157,2021-05-09,KOREI,2021-05-10,NA,NA
JP-20,長野県,23749,22248,1501,2021-05-16,KOREI,2021-05-17,NA,NA
JP-20,長野県,43353,30323,13030,2021-04-23,IRYO,2021-04-28,NA,NA
JP-20,長野県,49169,45534,3635,2021-05-23,KOREI,2021-05-24,NA,NA
JP-20,長野県,58608,42792,15816,2021-04-30,IRYO,2021-05-06,NA,NA
JP-20,長野県,67184,49713,17471,2021-05-07,IRYO,2021-05-10,NA,NA
JP-20,長野県,86514,57947,28567,2021-05-14,IRYO,2021-05-17,NA,NA
JP-20,長野県,96167,88108,8059,2021-05-30,KOREI,2021-05-31,NA,NA
JP-20,長野県,107948,65573,42375,2021-05-21,IRYO,2021-05-24,NA,NA
JP-20,長野県,119998,72223,47775,2021-05-28,IRYO,2021-05-31,NA,NA
JP-20,長野県,133744,77494,56250,2021-06-04,IRYO,2021-06-07,NA,NA
JP-20,長野県,146858,82515,64343,2021-06-11,IRYO,2021-06-14,NA,NA
JP-20,長野県,157488,86426,71062,2021-06-18,IRYO,2021-06-21,NA,NA
JP-20,長野県,163270,88915,74355,2021-06-25,IRYO,2021-06-28,NA,NA
JP-20,長野県,171292,150117,21175,2021-06-06,KOREI,2021-06-07,NA,NA
JP-20,長野県,171830,92902,78928,2021-07-02,IRYO,2021-07-05,NA,NA
JP-20,長野県,184467,100392,84075,2021-07-12,IRYO,2021-07-13,NA,NA
JP-20,長野県,191229,103044,88185,2021-07-19,IRYO,2021-07-19,NA,NA
JP-20,長野県,273780,223221,50559,2021-06-13,KOREI,2021-06-14,NA,NA
JP-20,長野県,411915,307842,104073,2021-06-20,KOREI,2021-06-21,NA,NA
JP-20,長野県,437197,322571,114626,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-20,長野県,560696,394444,166252,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-20,長野県,715389,473022,242367,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-20,長野県,893225,569539,323686,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-20,長野県,1049113,644451,404662,2021-07-19,IPPAN,2021-07-19,1697000,0.618216263995286
JP-21,岐阜県,1629,1629,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-21,岐阜県,4819,4819,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-21,岐阜県,6923,6717,206,2021-05-09,KOREI,2021-05-10,NA,NA
JP-21,岐阜県,20143,18954,1189,2021-05-16,KOREI,2021-05-17,NA,NA
JP-21,岐阜県,43470,39731,3739,2021-05-23,KOREI,2021-05-24,NA,NA
JP-21,岐阜県,44492,30334,14158,2021-04-23,IRYO,2021-04-28,NA,NA
JP-21,岐阜県,60141,42162,17979,2021-04-30,IRYO,2021-05-06,NA,NA
JP-21,岐阜県,65328,46302,19026,2021-05-07,IRYO,2021-05-10,NA,NA
JP-21,岐阜県,85321,55088,30233,2021-05-14,IRYO,2021-05-17,NA,NA
JP-21,岐阜県,101777,95506,6271,2021-05-30,KOREI,2021-05-31,NA,NA
JP-21,岐阜県,108707,67526,41181,2021-05-21,IRYO,2021-05-24,NA,NA
JP-21,岐阜県,125702,78639,47063,2021-05-28,IRYO,2021-05-31,NA,NA
JP-21,岐阜県,142824,86332,56492,2021-06-04,IRYO,2021-06-07,NA,NA
JP-21,岐阜県,159625,91059,68566,2021-06-11,IRYO,2021-06-14,NA,NA
JP-21,岐阜県,172209,94128,78081,2021-06-18,IRYO,2021-06-21,NA,NA
JP-21,岐阜県,180966,96278,84688,2021-06-25,IRYO,2021-06-28,NA,NA
JP-21,岐阜県,187480,98037,89443,2021-07-02,IRYO,2021-07-05,NA,NA
JP-21,岐阜県,193122,101035,92087,2021-07-12,IRYO,2021-07-13,NA,NA
JP-21,岐阜県,194529,176386,18143,2021-06-06,KOREI,2021-06-07,NA,NA
JP-21,岐阜県,197084,102967,94117,2021-07-19,IRYO,2021-07-19,NA,NA
JP-21,岐阜県,313617,274456,39161,2021-06-13,KOREI,2021-06-14,NA,NA
JP-21,岐阜県,461819,363956,97863,2021-06-20,KOREI,2021-06-21,NA,NA
JP-21,岐阜県,495674,379756,115918,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-21,岐阜県,631043,447158,183885,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-21,岐阜県,786633,506536,280097,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-21,岐阜県,966135,595543,370592,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-21,岐阜県,1110995,660233,450762,2021-07-19,IPPAN,2021-07-19,1542495,0.72025841250701
JP-22,静岡県,407,407,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-22,静岡県,2963,2963,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-22,静岡県,5209,5170,39,2021-05-09,KOREI,2021-05-10,NA,NA
JP-22,静岡県,18246,17722,524,2021-05-16,KOREI,2021-05-17,NA,NA
JP-22,静岡県,51012,48942,2070,2021-05-23,KOREI,2021-05-24,NA,NA
JP-22,静岡県,64995,43626,21369,2021-04-23,IRYO,2021-04-28,NA,NA
JP-22,静岡県,96084,70574,25510,2021-04-30,IRYO,2021-05-06,NA,NA
JP-22,静岡県,106529,79212,27317,2021-05-07,IRYO,2021-05-10,NA,NA
JP-22,静岡県,114538,110260,4278,2021-05-30,KOREI,2021-05-31,NA,NA
JP-22,静岡県,132562,93567,38995,2021-05-14,IRYO,2021-05-17,NA,NA
JP-22,静岡県,166156,104286,61870,2021-05-21,IRYO,2021-05-24,NA,NA
JP-22,静岡県,182267,111745,70522,2021-05-28,IRYO,2021-05-31,NA,NA
JP-22,静岡県,202344,120178,82166,2021-06-04,IRYO,2021-06-07,NA,NA
JP-22,静岡県,202452,185330,17122,2021-06-06,KOREI,2021-06-07,NA,NA
JP-22,静岡県,228864,131075,97789,2021-06-11,IRYO,2021-06-14,NA,NA
JP-22,静岡県,244002,137860,106142,2021-06-18,IRYO,2021-06-21,NA,NA
JP-22,静岡県,265118,148385,116733,2021-06-25,IRYO,2021-06-28,NA,NA
JP-22,静岡県,277807,152513,125294,2021-07-02,IRYO,2021-07-05,NA,NA
JP-22,静岡県,291151,158292,132859,2021-07-12,IRYO,2021-07-13,NA,NA
JP-22,静岡県,300684,161594,139090,2021-07-19,IRYO,2021-07-19,NA,NA
JP-22,静岡県,343232,289872,53360,2021-06-13,KOREI,2021-06-14,NA,NA
JP-22,静岡県,537795,416863,120932,2021-06-20,KOREI,2021-06-21,NA,NA
JP-22,静岡県,573609,438607,135002,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-22,静岡県,750465,544024,206441,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-22,静岡県,1008175,689296,318879,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-22,静岡県,1313895,874975,438920,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-22,静岡県,1579821,1001094,578727,2021-07-19,IPPAN,2021-07-19,2736190,0.577379860316718
JP-23,愛知県,2171,2171,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-23,愛知県,6405,6405,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-23,愛知県,12536,11570,966,2021-05-09,KOREI,2021-05-10,NA,NA
JP-23,愛知県,57405,55296,2109,2021-05-16,KOREI,2021-05-17,NA,NA
JP-23,愛知県,118896,113463,5433,2021-05-23,KOREI,2021-05-24,NA,NA
JP-23,愛知県,137063,99994,37069,2021-04-23,IRYO,2021-04-28,NA,NA
JP-23,愛知県,201384,155262,46122,2021-04-30,IRYO,2021-05-06,NA,NA
JP-23,愛知県,232493,178287,54206,2021-05-07,IRYO,2021-05-10,NA,NA
JP-23,愛知県,288226,276537,11689,2021-05-30,KOREI,2021-05-31,NA,NA
JP-23,愛知県,297030,205364,91666,2021-05-14,IRYO,2021-05-17,NA,NA
JP-23,愛知県,370613,226345,144268,2021-05-21,IRYO,2021-05-24,NA,NA
JP-23,愛知県,416914,245761,171153,2021-05-28,IRYO,2021-05-31,NA,NA
JP-23,愛知県,458287,263732,194555,2021-06-04,IRYO,2021-06-07,NA,NA
JP-23,愛知県,493430,278391,215039,2021-06-11,IRYO,2021-06-14,NA,NA
JP-23,愛知県,529985,295653,234332,2021-06-18,IRYO,2021-06-21,NA,NA
JP-23,愛知県,554063,499976,54087,2021-06-06,KOREI,2021-06-07,NA,NA
JP-23,愛知県,554631,306798,247833,2021-06-25,IRYO,2021-06-28,NA,NA
JP-23,愛知県,577950,317543,260407,2021-07-02,IRYO,2021-07-05,NA,NA
JP-23,愛知県,594218,325107,269111,2021-07-12,IRYO,2021-07-13,NA,NA
JP-23,愛知県,646720,360988,285732,2021-07-19,IRYO,2021-07-19,NA,NA
JP-23,愛知県,926402,814340,112062,2021-06-13,KOREI,2021-06-14,NA,NA
JP-23,愛知県,1361296,1098614,262682,2021-06-20,KOREI,2021-06-21,NA,NA
JP-23,愛知県,1426174,1133748,292426,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-23,愛知県,1802963,1308325,494638,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-23,愛知県,2256832,1471592,785240,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-23,愛知県,2765538,1700545,1064993,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-23,愛知県,3262135,1961214,1300921,2021-07-19,IPPAN,2021-07-19,6015970,0.542245888859153
JP-24,三重県,798,798,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-24,三重県,2596,2596,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-24,三重県,3745,3744,1,2021-05-09,KOREI,2021-05-10,NA,NA
JP-24,三重県,12264,11582,682,2021-05-16,KOREI,2021-05-17,NA,NA
JP-24,三重県,26415,24552,1863,2021-05-23,KOREI,2021-05-24,NA,NA
JP-24,三重県,41143,28421,12722,2021-04-23,IRYO,2021-04-28,NA,NA
JP-24,三重県,44789,41414,3375,2021-05-30,KOREI,2021-05-31,NA,NA
JP-24,三重県,54231,39872,14359,2021-04-30,IRYO,2021-05-06,NA,NA
JP-24,三重県,62321,45350,16971,2021-05-07,IRYO,2021-05-10,NA,NA
JP-24,三重県,81601,53575,28026,2021-05-14,IRYO,2021-05-17,NA,NA
JP-24,三重県,98674,59471,39203,2021-05-21,IRYO,2021-05-24,NA,NA
JP-24,三重県,110218,65128,45090,2021-05-28,IRYO,2021-05-31,NA,NA
JP-24,三重県,123009,70084,52925,2021-06-04,IRYO,2021-06-07,NA,NA
JP-24,三重県,129697,116237,13460,2021-06-06,KOREI,2021-06-07,NA,NA
JP-24,三重県,133148,73826,59322,2021-06-11,IRYO,2021-06-14,NA,NA
JP-24,三重県,145255,78609,66646,2021-06-18,IRYO,2021-06-21,NA,NA
JP-24,三重県,152362,81526,70836,2021-06-25,IRYO,2021-06-28,NA,NA
JP-24,三重県,156789,83102,73687,2021-07-02,IRYO,2021-07-05,NA,NA
JP-24,三重県,162249,85649,76600,2021-07-12,IRYO,2021-07-13,NA,NA
JP-24,三重県,166200,87688,78512,2021-07-19,IRYO,2021-07-19,NA,NA
JP-24,三重県,222732,190930,31802,2021-06-13,KOREI,2021-06-14,NA,NA
JP-24,三重県,365087,288908,76179,2021-06-20,KOREI,2021-06-21,NA,NA
JP-24,三重県,378954,292196,86758,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-24,三重県,487031,344092,142939,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-24,三重県,614636,403625,211011,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-24,三重県,761713,473006,288707,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-24,三重県,894721,544728,349993,2021-07-19,IPPAN,2021-07-19,1366825,0.65459806485834
JP-25,滋賀県,1229,1229,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-25,滋賀県,4658,4658,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-25,滋賀県,8991,8991,0,2021-05-09,KOREI,2021-05-10,NA,NA
JP-25,滋賀県,19336,18598,738,2021-05-16,KOREI,2021-05-17,NA,NA
JP-25,滋賀県,28301,18440,9861,2021-04-23,IRYO,2021-04-28,NA,NA
JP-25,滋賀県,37002,34011,2991,2021-05-23,KOREI,2021-05-24,NA,NA
JP-25,滋賀県,37541,27262,10279,2021-04-30,IRYO,2021-05-06,NA,NA
JP-25,滋賀県,47662,35145,12517,2021-05-07,IRYO,2021-05-10,NA,NA
JP-25,滋賀県,56686,38688,17998,2021-05-14,IRYO,2021-05-17,NA,NA
JP-25,滋賀県,63064,57638,5426,2021-05-30,KOREI,2021-05-31,NA,NA
JP-25,滋賀県,71126,42724,28402,2021-05-21,IRYO,2021-05-24,NA,NA
JP-25,滋賀県,78779,46622,32157,2021-05-28,IRYO,2021-05-31,NA,NA
JP-25,滋賀県,86619,51309,35310,2021-06-04,IRYO,2021-06-07,NA,NA
JP-25,滋賀県,93727,53175,40552,2021-06-11,IRYO,2021-06-14,NA,NA
JP-25,滋賀県,99031,54310,44721,2021-06-18,IRYO,2021-06-21,NA,NA
JP-25,滋賀県,103400,56116,47284,2021-06-25,IRYO,2021-06-28,NA,NA
JP-25,滋賀県,109335,57988,51347,2021-07-02,IRYO,2021-07-05,NA,NA
JP-25,滋賀県,111323,97980,13343,2021-06-06,KOREI,2021-06-07,NA,NA
JP-25,滋賀県,113417,60155,53262,2021-07-12,IRYO,2021-07-13,NA,NA
JP-25,滋賀県,116374,61947,54427,2021-07-19,IRYO,2021-07-19,NA,NA
JP-25,滋賀県,171220,137305,33915,2021-06-13,KOREI,2021-06-14,NA,NA
JP-25,滋賀県,231046,176565,54481,2021-06-20,KOREI,2021-06-21,NA,NA
JP-25,滋賀県,242058,183442,58616,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-25,滋賀県,306856,221066,85790,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-25,滋賀県,389965,268001,121964,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-25,滋賀県,527987,340802,187185,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-25,滋賀県,636305,396130,240175,2021-07-19,IPPAN,2021-07-19,1069050,0.595206024040036
JP-26,京都府,741,741,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-26,京都府,1785,1785,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-26,京都府,2190,2121,69,2021-05-09,KOREI,2021-05-10,NA,NA
JP-26,京都府,12380,11696,684,2021-05-16,KOREI,2021-05-17,NA,NA
JP-26,京都府,49415,47354,2061,2021-05-23,KOREI,2021-05-24,NA,NA
JP-26,京都府,52706,35096,17610,2021-04-23,IRYO,2021-04-28,NA,NA
JP-26,京都府,73992,54241,19751,2021-04-30,IRYO,2021-05-06,NA,NA
JP-26,京都府,85754,62704,23050,2021-05-07,IRYO,2021-05-10,NA,NA
JP-26,京都府,103673,69143,34530,2021-05-14,IRYO,2021-05-17,NA,NA
JP-26,京都府,117876,114859,3017,2021-05-30,KOREI,2021-05-31,NA,NA
JP-26,京都府,133450,80917,52533,2021-05-21,IRYO,2021-05-24,NA,NA
JP-26,京都府,152986,91588,61398,2021-05-28,IRYO,2021-05-31,NA,NA
JP-26,京都府,171473,101351,70122,2021-06-04,IRYO,2021-06-07,NA,NA
JP-26,京都府,191219,111112,80107,2021-06-11,IRYO,2021-06-14,NA,NA
JP-26,京都府,206239,117051,89188,2021-06-18,IRYO,2021-06-21,NA,NA
JP-26,京都府,206971,193549,13422,2021-06-06,KOREI,2021-06-07,NA,NA
JP-26,京都府,220728,121810,98918,2021-06-25,IRYO,2021-06-28,NA,NA
JP-26,京都府,236302,130666,105636,2021-07-02,IRYO,2021-07-05,NA,NA
JP-26,京都府,245579,134197,111382,2021-07-12,IRYO,2021-07-13,NA,NA
JP-26,京都府,254597,139232,115365,2021-07-19,IRYO,2021-07-19,NA,NA
JP-26,京都府,322150,271772,50378,2021-06-13,KOREI,2021-06-14,NA,NA
JP-26,京都府,468944,350240,118704,2021-06-20,KOREI,2021-06-21,NA,NA
JP-26,京都府,502577,367067,135510,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-26,京都府,654096,448515,205581,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-26,京都府,805562,516463,289099,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-26,京都府,1025535,639158,386377,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-26,京都府,1203633,728064,475569,2021-07-19,IPPAN,2021-07-19,2058035,0.584845738775094
JP-27,大阪府,2460,2460,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-27,大阪府,9789,9789,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-27,大阪府,15439,15270,169,2021-05-09,KOREI,2021-05-10,NA,NA
JP-27,大阪府,43549,40943,2606,2021-05-16,KOREI,2021-05-17,NA,NA
JP-27,大阪府,115756,108816,6940,2021-05-23,KOREI,2021-05-24,NA,NA
JP-27,大阪府,166230,105584,60646,2021-04-23,IRYO,2021-04-28,NA,NA
JP-27,大阪府,210867,138627,72240,2021-04-30,IRYO,2021-05-06,NA,NA
JP-27,大阪府,233690,155198,78492,2021-05-07,IRYO,2021-05-10,NA,NA
JP-27,大阪府,292376,275758,16618,2021-05-30,KOREI,2021-05-31,NA,NA
JP-27,大阪府,303189,201181,102008,2021-05-14,IRYO,2021-05-17,NA,NA
JP-27,大阪府,370588,232809,137779,2021-05-21,IRYO,2021-05-24,NA,NA
JP-27,大阪府,418547,261035,157512,2021-05-28,IRYO,2021-05-31,NA,NA
JP-27,大阪府,490365,294234,196131,2021-06-04,IRYO,2021-06-07,NA,NA
JP-27,大阪府,519719,478553,41166,2021-06-06,KOREI,2021-06-07,NA,NA
JP-27,大阪府,546454,321849,224605,2021-06-11,IRYO,2021-06-14,NA,NA
JP-27,大阪府,591725,342279,249446,2021-06-18,IRYO,2021-06-21,NA,NA
JP-27,大阪府,642062,360286,281776,2021-06-25,IRYO,2021-06-28,NA,NA
JP-27,大阪府,680919,374362,306557,2021-07-02,IRYO,2021-07-05,NA,NA
JP-27,大阪府,718506,389647,328859,2021-07-12,IRYO,2021-07-13,NA,NA
JP-27,大阪府,749993,402721,347272,2021-07-19,IRYO,2021-07-19,NA,NA
JP-27,大阪府,843191,734400,108791,2021-06-13,KOREI,2021-06-14,NA,NA
JP-27,大阪府,1287904,1036071,251833,2021-06-20,KOREI,2021-06-21,NA,NA
JP-27,大阪府,1330496,1059738,270758,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-27,大阪府,1704612,1290558,414054,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-27,大阪府,2228920,1554940,673980,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-27,大阪府,2986673,1944316,1042357,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-27,大阪府,3733818,2363296,1370522,2021-07-19,IPPAN,2021-07-19,7342975,0.508488453249534
JP-28,兵庫県,1457,1457,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-28,兵庫県,4474,4474,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-28,兵庫県,9199,9100,99,2021-05-09,KOREI,2021-05-10,NA,NA
JP-28,兵庫県,25217,23688,1529,2021-05-16,KOREI,2021-05-17,NA,NA
JP-28,兵庫県,76811,72782,4029,2021-05-23,KOREI,2021-05-24,NA,NA
JP-28,兵庫県,97906,67822,30084,2021-04-23,IRYO,2021-04-28,NA,NA
JP-28,兵庫県,121569,85999,35570,2021-04-30,IRYO,2021-05-06,NA,NA
JP-28,兵庫県,149956,104267,45689,2021-05-07,IRYO,2021-05-10,NA,NA
JP-28,兵庫県,160582,150640,9942,2021-05-30,KOREI,2021-05-31,NA,NA
JP-28,兵庫県,184990,122394,62596,2021-05-14,IRYO,2021-05-17,NA,NA
JP-28,兵庫県,233097,149314,83783,2021-05-21,IRYO,2021-05-24,NA,NA
JP-28,兵庫県,263532,164233,99299,2021-05-28,IRYO,2021-05-31,NA,NA
JP-28,兵庫県,287013,260943,26070,2021-06-06,KOREI,2021-06-07,NA,NA
JP-28,兵庫県,298855,179969,118886,2021-06-04,IRYO,2021-06-07,NA,NA
JP-28,兵庫県,367795,214176,153619,2021-06-11,IRYO,2021-06-14,NA,NA
JP-28,兵庫県,392473,223402,169071,2021-06-18,IRYO,2021-06-21,NA,NA
JP-28,兵庫県,427726,236228,191498,2021-06-25,IRYO,2021-06-28,NA,NA
JP-28,兵庫県,453757,246288,207469,2021-07-02,IRYO,2021-07-05,NA,NA
JP-28,兵庫県,478863,256762,222101,2021-07-12,IRYO,2021-07-13,NA,NA
JP-28,兵庫県,479007,401544,77463,2021-06-13,KOREI,2021-06-14,NA,NA
JP-28,兵庫県,490893,261788,229105,2021-07-19,IRYO,2021-07-19,NA,NA
JP-28,兵庫県,823900,660282,163618,2021-06-20,KOREI,2021-06-21,NA,NA
JP-28,兵庫県,884908,705440,179468,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-28,兵庫県,1243001,932447,310554,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-28,兵庫県,1709448,1204365,505083,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-28,兵庫県,2239258,1480335,758923,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-28,兵庫県,2677892,1687354,990538,2021-07-19,IPPAN,2021-07-19,4219400,0.63466180025596
JP-29,奈良県,1321,1321,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-29,奈良県,3659,3659,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-29,奈良県,5401,5290,111,2021-05-09,KOREI,2021-05-10,NA,NA
JP-29,奈良県,13725,12575,1150,2021-05-16,KOREI,2021-05-17,NA,NA
JP-29,奈良県,24181,21537,2644,2021-05-23,KOREI,2021-05-24,NA,NA
JP-29,奈良県,26943,17507,9436,2021-04-23,IRYO,2021-04-28,NA,NA
JP-29,奈良県,41758,31447,10311,2021-04-30,IRYO,2021-05-06,NA,NA
JP-29,奈良県,47112,35925,11187,2021-05-07,IRYO,2021-05-10,NA,NA
JP-29,奈良県,50154,46056,4098,2021-05-30,KOREI,2021-05-31,NA,NA
JP-29,奈良県,61471,43549,17922,2021-05-14,IRYO,2021-05-17,NA,NA
JP-29,奈良県,76903,48009,28894,2021-05-21,IRYO,2021-05-24,NA,NA
JP-29,奈良県,84519,73950,10569,2021-06-06,KOREI,2021-06-07,NA,NA
JP-29,奈良県,92181,54540,37641,2021-05-28,IRYO,2021-05-31,NA,NA
JP-29,奈良県,102700,57854,44846,2021-06-04,IRYO,2021-06-07,NA,NA
JP-29,奈良県,112198,61075,51123,2021-06-11,IRYO,2021-06-14,NA,NA
JP-29,奈良県,117977,63850,54127,2021-06-18,IRYO,2021-06-21,NA,NA
JP-29,奈良県,122816,66222,56594,2021-06-25,IRYO,2021-06-28,NA,NA
JP-29,奈良県,128892,68789,60103,2021-07-02,IRYO,2021-07-05,NA,NA
JP-29,奈良県,133320,70554,62766,2021-07-12,IRYO,2021-07-13,NA,NA
JP-29,奈良県,136086,71475,64611,2021-07-19,IRYO,2021-07-19,NA,NA
JP-29,奈良県,159441,132566,26875,2021-06-13,KOREI,2021-06-14,NA,NA
JP-29,奈良県,251454,196813,54641,2021-06-20,KOREI,2021-06-21,NA,NA
JP-29,奈良県,261891,205329,56562,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-29,奈良県,334983,251377,83606,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-29,奈良県,450387,313913,136474,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-29,奈良県,580844,381689,199155,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-29,奈良県,688269,421309,266960,2021-07-19,IPPAN,2021-07-19,1082760,0.635661642469245
JP-30,和歌山県,3049,3049,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-30,和歌山県,7449,7449,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-30,和歌山県,12174,11757,417,2021-05-09,KOREI,2021-05-10,NA,NA
JP-30,和歌山県,27047,18367,8680,2021-04-23,IRYO,2021-04-28,NA,NA
JP-30,和歌山県,32088,29270,2818,2021-05-16,KOREI,2021-05-17,NA,NA
JP-30,和歌山県,37003,26207,10796,2021-04-30,IRYO,2021-05-06,NA,NA
JP-30,和歌山県,40201,28574,11627,2021-05-07,IRYO,2021-05-10,NA,NA
JP-30,和歌山県,49393,31665,17728,2021-05-14,IRYO,2021-05-17,NA,NA
JP-30,和歌山県,60009,35328,24681,2021-05-21,IRYO,2021-05-24,NA,NA
JP-30,和歌山県,62030,53976,8054,2021-05-23,KOREI,2021-05-24,NA,NA
JP-30,和歌山県,68056,39834,28222,2021-05-28,IRYO,2021-05-31,NA,NA
JP-30,和歌山県,74013,42635,31378,2021-06-04,IRYO,2021-06-07,NA,NA
JP-30,和歌山県,79193,44860,34333,2021-06-11,IRYO,2021-06-14,NA,NA
JP-30,和歌山県,84869,46504,38365,2021-06-18,IRYO,2021-06-21,NA,NA
JP-30,和歌山県,88705,48116,40589,2021-06-25,IRYO,2021-06-28,NA,NA
JP-30,和歌山県,93207,50461,42746,2021-07-02,IRYO,2021-07-05,NA,NA
JP-30,和歌山県,95086,82842,12244,2021-05-30,KOREI,2021-05-31,NA,NA
JP-30,和歌山県,97126,52297,44829,2021-07-12,IRYO,2021-07-13,NA,NA
JP-30,和歌山県,99718,53230,46488,2021-07-19,IRYO,2021-07-19,NA,NA
JP-30,和歌山県,144987,114653,30334,2021-06-06,KOREI,2021-06-07,NA,NA
JP-30,和歌山県,200276,145024,55252,2021-06-13,KOREI,2021-06-14,NA,NA
JP-30,和歌山県,274612,184517,90095,2021-06-20,KOREI,2021-06-21,NA,NA
JP-30,和歌山県,286669,191529,95140,2021-06-21,IPPAN,2021-06-27,NA,NA
JP-30,和歌山県,338810,215693,123117,2021-06-27,IPPAN,2021-06-28,NA,NA
JP-30,和歌山県,409595,253367,156228,2021-07-04,IPPAN,2021-07-05,NA,NA
JP-30,和歌山県,504745,308748,195997,2021-07-12,IPPAN,2021-07-13,NA,NA
JP-30,和歌山県,583842,352537,231305,2021-07-19,IPPAN,2021-07-19,952035,0.613256865556413
JP-31,鳥取県,2180,2180,0,2021-04-25,KOREI,2021-04-28,NA,NA
JP-31,鳥取県,4641,4641,0,2021-05-05,KOREI,2021-05-06,NA,NA
JP-31,鳥取県,6618,6599,19,2021-05-09,KOREI,2021-05-10,NA,NA
JP-31,鳥取県,12874,11010,1864,2021-05-16,KOREI,2021-05-17,NA,NA
JP-31,鳥取県,18161,11523,6638,2021-04-23,IRYO,2021-04-28,NA,NA
JP-31,鳥取県,24468,20196,4272,2021-05-23,KOREI,2021-05-24,NA,NA
JP-31,鳥取県,24532,17517,7015,2021-04-30,IRYO,2021-05-06,NA,NA
JP-31,鳥取県,25037,17980,7057,2021-05-07,IRYO,2021-05-10,NA,NA
JP-31,鳥取県,30767,19833,10934,2021-05-14,IRYO,2021-05-17,NA,NA
JP-31,鳥取県,33960,19495,14465,2021-05-21,IRYO,2021-05-24,NA,NA
JP-31,鳥取県,35878,20393,15485,2021-05-28,IRYO,2021-05-31,NA,NA
JP-31,鳥取県,46337,39814,6523,2021-05-30,KOREI,2021-05-31,NA,NA
JP-31,鳥取県,46482,26504,19978,2021-06-04,IRYO,2021-06-07,NA,NA
JP-31,鳥取県,49279,28076,21203,2021-06-11,IRYO,2021-06-14,NA,NA
JP-31,鳥取県,51084,29236,21848,2021-06-18,IRYO,2021-06-21,NA,NA
JP-31,鳥取県,55866,30786,25080,2021-06-25,IRYO,2021-06-28,NA,NA
JP-31,鳥取県,59623,31569,28054,2021-07-02,IRYO,2021-07-05,NA,NA
JP-31,鳥取県,61491,32385,29106,2021-07-12,IRYO,2021-07-13,NA,NA
