date,facilities,dose,n,tier,maker,date.stated
2021-06-02,NA,1,18342,KOREI,moderna,2021-07-13
2021-06-01,NA,1,18003,KOREI,moderna,2021-07-13
2021-05-31,NA,1,17057,KOREI,moderna,2021-07-13
2021-05-30,NA,1,15015,KOREI,moderna,2021-07-13
2021-05-29,NA,1,14566,KOREI,moderna,2021-07-13
2021-05-28,NA,1,13384,KOREI,moderna,2021-07-13
2021-05-27,NA,1,11680,KOREI,moderna,2021-07-13
2021-05-26,NA,1,10708,KOREI,moderna,2021-07-13
2021-05-25,NA,1,9254,KOREI,moderna,2021-07-13
2021-05-24,NA,1,9268,KOREI,moderna,2021-07-13
2021-05-23,NA,1,0,KOREI,moderna,2021-07-13
2021-05-22,NA,1,0,KOREI,moderna,2021-07-13
2021-05-21,NA,1,0,KOREI,moderna,2021-07-13
2021-05-20,NA,1,0,KOREI,moderna,2021-07-13
2021-05-19,NA,1,0,KOREI,moderna,2021-07-13
2021-05-18,NA,1,0,KOREI,moderna,2021-07-13
2021-05-17,NA,1,0,KOREI,moderna,2021-07-13
2021-05-16,NA,1,0,KOREI,moderna,2021-07-13
2021-05-15,NA,1,0,KOREI,moderna,2021-07-13
2021-05-14,NA,1,0,KOREI,moderna,2021-07-13
2021-05-13,NA,1,0,KOREI,moderna,2021-07-13
2021-05-12,NA,1,0,KOREI,moderna,2021-07-13
2021-05-11,NA,1,0,KOREI,moderna,2021-07-13
2021-05-10,NA,1,0,KOREI,moderna,2021-07-13
2021-05-09,NA,1,0,KOREI,moderna,2021-07-13
2021-05-08,NA,1,0,KOREI,moderna,2021-07-13
2021-05-07,NA,1,0,KOREI,moderna,2021-07-13
2021-05-06,NA,1,0,KOREI,moderna,2021-07-13
2021-05-05,NA,1,0,KOREI,moderna,2021-07-13
2021-05-04,NA,1,0,KOREI,moderna,2021-07-13
2021-05-03,NA,1,0,KOREI,moderna,2021-07-13
2021-05-02,NA,1,0,KOREI,moderna,2021-07-13
2021-05-01,NA,1,0,KOREI,moderna,2021-07-13
2021-04-30,NA,1,0,KOREI,moderna,2021-07-13
2021-04-29,NA,1,0,KOREI,moderna,2021-07-13
2021-04-28,NA,1,0,KOREI,moderna,2021-07-13
2021-04-27,NA,1,0,KOREI,moderna,2021-07-13
2021-04-26,NA,1,0,KOREI,moderna,2021-07-13
2021-04-25,NA,1,0,KOREI,moderna,2021-07-13
2021-04-24,NA,1,0,KOREI,moderna,2021-07-13
2021-04-23,NA,1,0,KOREI,moderna,2021-07-13
2021-04-22,NA,1,0,KOREI,moderna,2021-07-13
2021-04-21,NA,1,0,KOREI,moderna,2021-07-13
2021-04-20,NA,1,0,KOREI,moderna,2021-07-13
2021-04-19,NA,1,0,KOREI,moderna,2021-07-13
2021-04-18,NA,1,0,KOREI,moderna,2021-07-13
2021-04-17,NA,1,0,KOREI,moderna,2021-07-13
2021-04-16,NA,1,0,KOREI,moderna,2021-07-13
2021-04-15,NA,1,0,KOREI,moderna,2021-07-13
2021-04-14,NA,1,0,KOREI,moderna,2021-07-13
2021-04-13,NA,1,0,KOREI,moderna,2021-07-13
2021-04-12,NA,1,0,KOREI,moderna,2021-07-13
2021-07-12,NA,2,296210,KOREI,pfizer,2021-07-13
2021-07-11,NA,2,356369,KOREI,pfizer,2021-07-13
2021-07-10,NA,2,384312,KOREI,pfizer,2021-07-13
2021-07-09,NA,2,371088,KOREI,pfizer,2021-07-13
2021-07-08,NA,2,414698,KOREI,pfizer,2021-07-13
2021-07-07,NA,2,436444,KOREI,pfizer,2021-07-13
2021-07-06,NA,2,463932,KOREI,pfizer,2021-07-13
2021-07-05,NA,2,451588,KOREI,pfizer,2021-07-13
2021-07-04,NA,2,466523,KOREI,pfizer,2021-07-13
2021-07-03,NA,2,526429,KOREI,pfizer,2021-07-13
2021-07-02,NA,2,549441,KOREI,pfizer,2021-07-13
2021-07-01,NA,2,553003,KOREI,pfizer,2021-07-13
2021-06-30,NA,2,600619,KOREI,pfizer,2021-07-13
2021-06-29,NA,2,608257,KOREI,pfizer,2021-07-13
2021-06-28,NA,2,559728,KOREI,pfizer,2021-07-13
2021-06-27,NA,2,499555,KOREI,pfizer,2021-07-13
2021-06-26,NA,2,537933,KOREI,pfizer,2021-07-13
2021-06-25,NA,2,579224,KOREI,pfizer,2021-07-13
2021-06-24,NA,2,572929,KOREI,pfizer,2021-07-13
2021-06-23,NA,2,570957,KOREI,pfizer,2021-07-13
2021-06-22,NA,2,551665,KOREI,pfizer,2021-07-13
2021-06-21,NA,2,460302,KOREI,pfizer,2021-07-13
2021-06-20,NA,2,416249,KOREI,pfizer,2021-07-13
2021-06-19,NA,2,409081,KOREI,pfizer,2021-07-13
2021-06-18,NA,2,450534,KOREI,pfizer,2021-07-13
2021-06-17,NA,2,476867,KOREI,pfizer,2021-07-13
2021-06-16,NA,2,489034,KOREI,pfizer,2021-07-13
2021-06-15,NA,2,436086,KOREI,pfizer,2021-07-13
2021-06-14,NA,2,378990,KOREI,pfizer,2021-07-13
2021-06-13,NA,2,301485,KOREI,pfizer,2021-07-13
2021-06-12,NA,2,253479,KOREI,pfizer,2021-07-13
2021-06-11,NA,2,236245,KOREI,pfizer,2021-07-13
2021-06-10,NA,2,269432,KOREI,pfizer,2021-07-13
2021-06-09,NA,2,255987,KOREI,pfizer,2021-07-13
2021-06-08,NA,2,205271,KOREI,pfizer,2021-07-13
2021-06-07,NA,2,169390,KOREI,pfizer,2021-07-13
2021-06-06,NA,2,170996,KOREI,pfizer,2021-07-13
2021-06-05,NA,2,113773,KOREI,pfizer,2021-07-13
2021-06-04,NA,2,99287,KOREI,pfizer,2021-07-13
2021-06-03,NA,2,120273,KOREI,pfizer,2021-07-13
2021-06-02,NA,2,121926,KOREI,pfizer,2021-07-13
2021-06-01,NA,2,95491,KOREI,pfizer,2021-07-13
2021-05-31,NA,2,75315,KOREI,pfizer,2021-07-13
2021-05-30,NA,2,58441,KOREI,pfizer,2021-07-13
2021-05-29,NA,2,46102,KOREI,pfizer,2021-07-13
2021-05-28,NA,2,28623,KOREI,pfizer,2021-07-13
2021-05-27,NA,2,30977,KOREI,pfizer,2021-07-13
2021-05-26,NA,2,8872,KOREI,pfizer,2021-07-13
2021-05-25,NA,2,7380,KOREI,pfizer,2021-07-13
2021-05-24,NA,2,6767,KOREI,pfizer,2021-07-13
2021-05-23,NA,2,20207,KOREI,pfizer,2021-07-13
2021-05-22,NA,2,22466,KOREI,pfizer,2021-07-13
2021-05-21,NA,2,22930,KOREI,pfizer,2021-07-13
2021-05-20,NA,2,12886,KOREI,pfizer,2021-07-13
2021-05-19,NA,2,31248,KOREI,pfizer,2021-07-13
2021-05-18,NA,2,32805,KOREI,pfizer,2021-07-13
2021-05-17,NA,2,24479,KOREI,pfizer,2021-07-13
2021-05-16,NA,2,14496,KOREI,pfizer,2021-07-13
2021-05-15,NA,2,14837,KOREI,pfizer,2021-07-13
2021-05-14,NA,2,16168,KOREI,pfizer,2021-07-13
2021-05-13,NA,2,22861,KOREI,pfizer,2021-07-13
2021-05-12,NA,2,24040,KOREI,pfizer,2021-07-13
2021-05-11,NA,2,20086,KOREI,pfizer,2021-07-13
2021-05-10,NA,2,12772,KOREI,pfizer,2021-07-13
2021-05-09,NA,2,5670,KOREI,pfizer,2021-07-13
2021-05-08,NA,2,3901,KOREI,pfizer,2021-07-13
2021-05-07,NA,2,4469,KOREI,pfizer,2021-07-13
2021-05-06,NA,2,4599,KOREI,pfizer,2021-07-13
2021-05-05,NA,2,737,KOREI,pfizer,2021-07-13
2021-05-04,NA,2,542,KOREI,pfizer,2021-07-13
2021-05-03,NA,2,785,KOREI,pfizer,2021-07-13
2021-05-02,NA,2,0,KOREI,pfizer,2021-07-13
2021-05-01,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-30,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-29,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-28,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-27,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-26,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-25,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-24,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-23,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-22,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-21,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-20,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-19,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-18,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-17,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-16,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-15,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-14,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-13,NA,2,0,KOREI,pfizer,2021-07-13
2021-04-12,NA,2,0,KOREI,pfizer,2021-07-13
2021-07-12,NA,2,25403,KOREI,moderna,2021-07-13
2021-07-11,NA,2,28214,KOREI,moderna,2021-07-13
2021-07-10,NA,2,29046,KOREI,moderna,2021-07-13
2021-07-09,NA,2,25287,KOREI,moderna,2021-07-13
2021-07-08,NA,2,25471,KOREI,moderna,2021-07-13
2021-07-07,NA,2,24101,KOREI,moderna,2021-07-13
2021-07-06,NA,2,25822,KOREI,moderna,2021-07-13
2021-07-05,NA,2,25805,KOREI,moderna,2021-07-13
2021-07-04,NA,2,21038,KOREI,moderna,2021-07-13
2021-07-03,NA,2,18497,KOREI,moderna,2021-07-13
2021-07-02,NA,2,18069,KOREI,moderna,2021-07-13
2021-07-01,NA,2,18354,KOREI,moderna,2021-07-13
2021-06-30,NA,2,17918,KOREI,moderna,2021-07-13
2021-06-29,NA,2,17880,KOREI,moderna,2021-07-13
2021-06-28,NA,2,17429,KOREI,moderna,2021-07-13
2021-06-27,NA,2,4350,KOREI,moderna,2021-07-13
2021-06-26,NA,2,3500,KOREI,moderna,2021-07-13
2021-06-25,NA,2,3572,KOREI,moderna,2021-07-13
2021-06-24,NA,2,3153,KOREI,moderna,2021-07-13
2021-06-23,NA,2,3157,KOREI,moderna,2021-07-13
2021-06-22,NA,2,2591,KOREI,moderna,2021-07-13
2021-06-21,NA,2,3102,KOREI,moderna,2021-07-13
2021-06-20,NA,2,0,KOREI,moderna,2021-07-13
2021-06-19,NA,2,0,KOREI,moderna,2021-07-13
2021-06-18,NA,2,0,KOREI,moderna,2021-07-13
2021-06-17,NA,2,0,KOREI,moderna,2021-07-13
2021-06-16,NA,2,0,KOREI,moderna,2021-07-13
2021-06-15,NA,2,0,KOREI,moderna,2021-07-13
2021-06-14,NA,2,0,KOREI,moderna,2021-07-13
2021-06-13,NA,2,0,KOREI,moderna,2021-07-13
2021-06-12,NA,2,0,KOREI,moderna,2021-07-13
2021-06-11,NA,2,0,KOREI,moderna,2021-07-13
2021-06-10,NA,2,0,KOREI,moderna,2021-07-13
2021-06-09,NA,2,0,KOREI,moderna,2021-07-13
2021-06-08,NA,2,0,KOREI,moderna,2021-07-13
2021-06-07,NA,2,0,KOREI,moderna,2021-07-13
2021-06-06,NA,2,0,KOREI,moderna,2021-07-13
2021-06-05,NA,2,0,KOREI,moderna,2021-07-13
2021-06-04,NA,2,0,KOREI,moderna,2021-07-13
2021-06-03,NA,2,0,KOREI,moderna,2021-07-13
2021-06-02,NA,2,0,KOREI,moderna,2021-07-13
2021-06-01,NA,2,0,KOREI,moderna,2021-07-13
2021-05-31,NA,2,0,KOREI,moderna,2021-07-13
2021-05-30,NA,2,0,KOREI,moderna,2021-07-13
2021-05-29,NA,2,0,KOREI,moderna,2021-07-13
2021-05-28,NA,2,0,KOREI,moderna,2021-07-13
2021-05-27,NA,2,0,KOREI,moderna,2021-07-13
2021-05-26,NA,2,0,KOREI,moderna,2021-07-13
2021-05-25,NA,2,0,KOREI,moderna,2021-07-13
2021-05-24,NA,2,0,KOREI,moderna,2021-07-13
2021-05-23,NA,2,0,KOREI,moderna,2021-07-13
2021-05-22,NA,2,0,KOREI,moderna,2021-07-13
2021-05-21,NA,2,0,KOREI,moderna,2021-07-13
2021-05-20,NA,2,0,KOREI,moderna,2021-07-13
2021-05-19,NA,2,0,KOREI,moderna,2021-07-13
2021-05-18,NA,2,0,KOREI,moderna,2021-07-13
2021-05-17,NA,2,0,KOREI,moderna,2021-07-13
2021-05-16,NA,2,0,KOREI,moderna,2021-07-13
2021-05-15,NA,2,0,KOREI,moderna,2021-07-13
2021-05-14,NA,2,0,KOREI,moderna,2021-07-13
2021-05-13,NA,2,0,KOREI,moderna,2021-07-13
2021-05-12,NA,2,0,KOREI,moderna,2021-07-13
2021-05-11,NA,2,0,KOREI,moderna,2021-07-13
2021-05-10,NA,2,0,KOREI,moderna,2021-07-13
2021-05-09,NA,2,0,KOREI,moderna,2021-07-13
2021-05-08,NA,2,0,KOREI,moderna,2021-07-13
2021-05-07,NA,2,0,KOREI,moderna,2021-07-13
2021-05-06,NA,2,0,KOREI,moderna,2021-07-13
2021-05-05,NA,2,0,KOREI,moderna,2021-07-13
2021-05-04,NA,2,0,KOREI,moderna,2021-07-13
2021-05-03,NA,2,0,KOREI,moderna,2021-07-13
2021-05-02,NA,2,0,KOREI,moderna,2021-07-13
2021-05-01,NA,2,0,KOREI,moderna,2021-07-13
2021-04-30,NA,2,0,KOREI,moderna,2021-07-13
2021-04-29,NA,2,0,KOREI,moderna,2021-07-13
2021-04-28,NA,2,0,KOREI,moderna,2021-07-13
2021-04-27,NA,2,0,KOREI,moderna,2021-07-13
2021-04-26,NA,2,0,KOREI,moderna,2021-07-13
2021-04-25,NA,2,0,KOREI,moderna,2021-07-13
2021-04-24,NA,2,0,KOREI,moderna,2021-07-13
2021-04-23,NA,2,0,KOREI,moderna,2021-07-13
2021-04-22,NA,2,0,KOREI,moderna,2021-07-13
2021-04-21,NA,2,0,KOREI,moderna,2021-07-13
2021-04-20,NA,2,0,KOREI,moderna,2021-07-13
2021-04-19,NA,2,0,KOREI,moderna,2021-07-13
2021-04-18,NA,2,0,KOREI,moderna,2021-07-13
2021-04-17,NA,2,0,KOREI,moderna,2021-07-13
2021-04-16,NA,2,0,KOREI,moderna,2021-07-13
2021-04-15,NA,2,0,KOREI,moderna,2021-07-13
2021-04-14,NA,2,0,KOREI,moderna,2021-07-13
2021-04-13,NA,2,0,KOREI,moderna,2021-07-13
2021-04-12,NA,2,0,KOREI,moderna,2021-07-13
2021-07-12,NA,1,159121,IPPAN,pfizer,2021-07-13
2021-07-11,NA,1,214029,IPPAN,pfizer,2021-07-13
2021-07-10,NA,1,252588,IPPAN,pfizer,2021-07-13
2021-07-09,NA,1,210974,IPPAN,pfizer,2021-07-13
2021-07-08,NA,1,207085,IPPAN,pfizer,2021-07-13
2021-07-07,NA,1,206624,IPPAN,pfizer,2021-07-13
2021-07-06,NA,1,190715,IPPAN,pfizer,2021-07-13
2021-07-05,NA,1,171316,IPPAN,pfizer,2021-07-13
2021-07-04,NA,1,185848,IPPAN,pfizer,2021-07-13
2021-07-03,NA,1,172973,IPPAN,pfizer,2021-07-13
2021-07-02,NA,1,85985,IPPAN,pfizer,2021-07-13
2021-07-01,NA,1,78975,IPPAN,pfizer,2021-07-13
2021-06-30,NA,1,104112,IPPAN,pfizer,2021-07-13
2021-06-29,NA,1,94630,IPPAN,pfizer,2021-07-13
2021-06-28,NA,1,83961,IPPAN,pfizer,2021-07-13
2021-06-27,NA,1,105970,IPPAN,pfizer,2021-07-13
2021-06-26,NA,1,92466,IPPAN,pfizer,2021-07-13
2021-06-25,NA,1,95300,IPPAN,pfizer,2021-07-13
2021-06-24,NA,1,62013,IPPAN,pfizer,2021-07-13
2021-06-23,NA,1,55310,IPPAN,pfizer,2021-07-13
2021-06-22,NA,1,50223,IPPAN,pfizer,2021-07-13
2021-06-21,NA,1,44080,IPPAN,pfizer,2021-07-13
2021-06-20,NA,1,55028,IPPAN,pfizer,2021-07-13
2021-06-19,NA,1,49715,IPPAN,pfizer,2021-07-13
2021-06-18,NA,1,37639,IPPAN,pfizer,2021-07-13
2021-06-17,NA,1,34301,IPPAN,pfizer,2021-07-13
2021-06-16,NA,1,30282,IPPAN,pfizer,2021-07-13
2021-06-15,NA,1,27559,IPPAN,pfizer,2021-07-13
2021-06-14,NA,1,23922,IPPAN,pfizer,2021-07-13
2021-06-13,NA,1,28925,IPPAN,pfizer,2021-07-13
2021-06-12,NA,1,28247,IPPAN,pfizer,2021-07-13
2021-06-11,NA,1,25149,IPPAN,pfizer,2021-07-13
2021-06-10,NA,1,22500,IPPAN,pfizer,2021-07-13
2021-06-09,NA,1,22674,IPPAN,pfizer,2021-07-13
2021-06-08,NA,1,20766,IPPAN,pfizer,2021-07-13
2021-06-07,NA,1,18158,IPPAN,pfizer,2021-07-13
2021-06-06,NA,1,19131,IPPAN,pfizer,2021-07-13
2021-06-05,NA,1,19992,IPPAN,pfizer,2021-07-13
2021-06-04,NA,1,18942,IPPAN,pfizer,2021-07-13
2021-06-03,NA,1,17846,IPPAN,pfizer,2021-07-13
2021-06-02,NA,1,17092,IPPAN,pfizer,2021-07-13
2021-06-01,NA,1,15947,IPPAN,pfizer,2021-07-13
2021-05-31,NA,1,16309,IPPAN,pfizer,2021-07-13
2021-05-30,NA,1,13360,IPPAN,pfizer,2021-07-13
2021-05-29,NA,1,16083,IPPAN,pfizer,2021-07-13
2021-05-28,NA,1,20603,IPPAN,pfizer,2021-07-13
2021-05-27,NA,1,21213,IPPAN,pfizer,2021-07-13
2021-05-26,NA,1,22363,IPPAN,pfizer,2021-07-13
2021-05-25,NA,1,19761,IPPAN,pfizer,2021-07-13
2021-05-24,NA,1,15651,IPPAN,pfizer,2021-07-13
2021-05-23,NA,1,10790,IPPAN,pfizer,2021-07-13
2021-05-22,NA,1,12763,IPPAN,pfizer,2021-07-13
2021-05-21,NA,1,17832,IPPAN,pfizer,2021-07-13
2021-05-20,NA,1,19340,IPPAN,pfizer,2021-07-13
2021-05-19,NA,1,17511,IPPAN,pfizer,2021-07-13
2021-05-18,NA,1,15137,IPPAN,pfizer,2021-07-13
2021-05-17,NA,1,12822,IPPAN,pfizer,2021-07-13
2021-05-16,NA,1,6709,IPPAN,pfizer,2021-07-13
2021-05-15,NA,1,10016,IPPAN,pfizer,2021-07-13
2021-05-14,NA,1,15467,IPPAN,pfizer,2021-07-13
2021-05-13,NA,1,15007,IPPAN,pfizer,2021-07-13
2021-05-12,NA,1,14736,IPPAN,pfizer,2021-07-13
2021-05-11,NA,1,14042,IPPAN,pfizer,2021-07-13
2021-05-10,NA,1,12503,IPPAN,pfizer,2021-07-13
2021-05-09,NA,1,4906,IPPAN,pfizer,2021-07-13
2021-05-08,NA,1,8306,IPPAN,pfizer,2021-07-13
2021-05-07,NA,1,9333,IPPAN,pfizer,2021-07-13
2021-05-06,NA,1,8104,IPPAN,pfizer,2021-07-13
2021-05-05,NA,1,997,IPPAN,pfizer,2021-07-13
2021-05-04,NA,1,1223,IPPAN,pfizer,2021-07-13
2021-05-03,NA,1,1181,IPPAN,pfizer,2021-07-13
2021-05-02,NA,1,2457,IPPAN,pfizer,2021-07-13
2021-05-01,NA,1,13285,IPPAN,pfizer,2021-07-13
2021-04-30,NA,1,31192,IPPAN,pfizer,2021-07-13
2021-04-29,NA,1,5239,IPPAN,pfizer,2021-07-13
2021-04-28,NA,1,39878,IPPAN,pfizer,2021-07-13
2021-04-27,NA,1,33638,IPPAN,pfizer,2021-07-13
2021-04-26,NA,1,26061,IPPAN,pfizer,2021-07-13
2021-04-25,NA,1,6477,IPPAN,pfizer,2021-07-13
2021-04-24,NA,1,15713,IPPAN,pfizer,2021-07-13
2021-04-23,NA,1,30202,IPPAN,pfizer,2021-07-13
2021-04-22,NA,1,27435,IPPAN,pfizer,2021-07-13
2021-04-21,NA,1,27411,IPPAN,pfizer,2021-07-13
2021-04-20,NA,1,23367,IPPAN,pfizer,2021-07-13
2021-04-19,NA,1,15964,IPPAN,pfizer,2021-07-13
2021-04-18,NA,1,2608,IPPAN,pfizer,2021-07-13
2021-04-17,NA,1,3982,IPPAN,pfizer,2021-07-13
2021-04-16,NA,1,6524,IPPAN,pfizer,2021-07-13
2021-04-15,NA,1,4291,IPPAN,pfizer,2021-07-13
2021-04-14,NA,1,1705,IPPAN,pfizer,2021-07-13
2021-04-13,NA,1,1309,IPPAN,pfizer,2021-07-13
2021-04-12,NA,1,1313,IPPAN,pfizer,2021-07-13
2021-07-12,NA,1,24217,IPPAN,moderna,2021-07-13
2021-07-11,NA,1,38379,IPPAN,moderna,2021-07-13
2021-07-10,NA,1,39310,IPPAN,moderna,2021-07-13
2021-07-09,NA,1,29006,IPPAN,moderna,2021-07-13
2021-07-08,NA,1,29527,IPPAN,moderna,2021-07-13
2021-07-07,NA,1,29827,IPPAN,moderna,2021-07-13
2021-07-06,NA,1,28639,IPPAN,moderna,2021-07-13
2021-07-05,NA,1,29110,IPPAN,moderna,2021-07-13
2021-07-04,NA,1,36576,IPPAN,moderna,2021-07-13
2021-07-03,NA,1,40202,IPPAN,moderna,2021-07-13
2021-07-02,NA,1,26214,IPPAN,moderna,2021-07-13
2021-07-01,NA,1,23890,IPPAN,moderna,2021-07-13
2021-06-30,NA,1,22892,IPPAN,moderna,2021-07-13
2021-06-29,NA,1,20044,IPPAN,moderna,2021-07-13
2021-06-28,NA,1,17094,IPPAN,moderna,2021-07-13
2021-06-27,NA,1,31883,IPPAN,moderna,2021-07-13
2021-06-26,NA,1,29170,IPPAN,moderna,2021-07-13
2021-06-25,NA,1,25484,IPPAN,moderna,2021-07-13
2021-06-24,NA,1,22819,IPPAN,moderna,2021-07-13
2021-06-23,NA,1,22186,IPPAN,moderna,2021-07-13
2021-06-22,NA,1,19499,IPPAN,moderna,2021-07-13
2021-06-21,NA,1,17817,IPPAN,moderna,2021-07-13
2021-06-20,NA,1,14143,IPPAN,moderna,2021-07-13
2021-06-19,NA,1,11536,IPPAN,moderna,2021-07-13
2021-06-18,NA,1,8714,IPPAN,moderna,2021-07-13
2021-06-17,NA,1,6887,IPPAN,moderna,2021-07-13
2021-06-16,NA,1,4163,IPPAN,moderna,2021-07-13
2021-06-15,NA,1,2902,IPPAN,moderna,2021-07-13
2021-06-14,NA,1,2367,IPPAN,moderna,2021-07-13
2021-06-13,NA,1,2945,IPPAN,moderna,2021-07-13
2021-06-12,NA,1,2529,IPPAN,moderna,2021-07-13
2021-06-11,NA,1,1905,IPPAN,moderna,2021-07-13
2021-06-10,NA,1,1888,IPPAN,moderna,2021-07-13
2021-06-09,NA,1,1768,IPPAN,moderna,2021-07-13
2021-06-08,NA,1,1774,IPPAN,moderna,2021-07-13
2021-06-07,NA,1,1764,IPPAN,moderna,2021-07-13
2021-06-06,NA,1,1371,IPPAN,moderna,2021-07-13
2021-06-05,NA,1,1610,IPPAN,moderna,2021-07-13
2021-06-04,NA,1,1509,IPPAN,moderna,2021-07-13
2021-06-03,NA,1,1265,IPPAN,moderna,2021-07-13
2021-06-02,NA,1,1264,IPPAN,moderna,2021-07-13
2021-06-01,NA,1,1172,IPPAN,moderna,2021-07-13
2021-05-31,NA,1,1237,IPPAN,moderna,2021-07-13
2021-05-30,NA,1,900,IPPAN,moderna,2021-07-13
2021-05-29,NA,1,954,IPPAN,moderna,2021-07-13
2021-05-28,NA,1,863,IPPAN,moderna,2021-07-13
2021-05-27,NA,1,697,IPPAN,moderna,2021-07-13
2021-05-26,NA,1,745,IPPAN,moderna,2021-07-13
2021-05-25,NA,1,524,IPPAN,moderna,2021-07-13
2021-05-24,NA,1,550,IPPAN,moderna,2021-07-13
2021-05-23,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-22,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-21,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-20,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-19,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-18,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-17,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-16,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-15,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-14,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-13,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-12,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-11,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-10,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-09,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-08,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-07,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-06,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-05,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-04,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-03,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-02,NA,1,0,IPPAN,moderna,2021-07-13
2021-05-01,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-30,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-29,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-28,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-27,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-26,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-25,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-24,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-23,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-22,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-21,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-20,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-19,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-18,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-17,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-16,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-15,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-14,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-13,NA,1,0,IPPAN,moderna,2021-07-13
2021-04-12,NA,1,0,IPPAN,moderna,2021-07-13
2021-07-12,NA,2,26424,IPPAN,pfizer,2021-07-13
2021-07-11,NA,2,36216,IPPAN,pfizer,2021-07-13
2021-07-10,NA,2,35365,IPPAN,pfizer,2021-07-13
2021-07-09,NA,2,28428,IPPAN,pfizer,2021-07-13
2021-07-08,NA,2,25162,IPPAN,pfizer,2021-07-13
2021-07-07,NA,2,25471,IPPAN,pfizer,2021-07-13
2021-07-06,NA,2,23095,IPPAN,pfizer,2021-07-13
2021-07-05,NA,2,20508,IPPAN,pfizer,2021-07-13
2021-07-04,NA,2,25258,IPPAN,pfizer,2021-07-13
2021-07-03,NA,2,25877,IPPAN,pfizer,2021-07-13
2021-07-02,NA,2,23211,IPPAN,pfizer,2021-07-13
2021-07-01,NA,2,19535,IPPAN,pfizer,2021-07-13
2021-06-30,NA,2,22043,IPPAN,pfizer,2021-07-13
2021-06-29,NA,2,20031,IPPAN,pfizer,2021-07-13
2021-06-28,NA,2,17370,IPPAN,pfizer,2021-07-13
2021-06-27,NA,2,18304,IPPAN,pfizer,2021-07-13
2021-06-26,NA,2,19178,IPPAN,pfizer,2021-07-13
2021-06-25,NA,2,22072,IPPAN,pfizer,2021-07-13
2021-06-24,NA,2,16430,IPPAN,pfizer,2021-07-13
2021-06-23,NA,2,16219,IPPAN,pfizer,2021-07-13
2021-06-22,NA,2,14747,IPPAN,pfizer,2021-07-13
2021-06-21,NA,2,12328,IPPAN,pfizer,2021-07-13
2021-06-20,NA,2,11598,IPPAN,pfizer,2021-07-13
